hr_medicao,cdg_stacao,radiacao
2019-02-17 00:00:00.000000,A001,-1.6
2019-02-17 01:00:00.000000,A001,-2.6
2019-02-17 02:00:00.000000,A001,-2.2
2019-02-17 03:00:00.000000,A001,-2.4
2019-02-17 04:00:00.000000,A001,-2.6
2019-02-17 05:00:00.000000,A001,-1
2019-02-17 06:00:00.000000,A001,-2.2
2019-02-17 07:00:00.000000,A001,-2.5
2019-02-17 08:00:00.000000,A001,-2.7
2019-02-17 09:00:00.000000,A001,-2.4
2019-02-17 10:00:00.000000,A001,54.1
2019-02-17 11:00:00.000000,A001,232.8
2019-02-17 12:00:00.000000,A001,312.1
2019-02-17 13:00:00.000000,A001,522.2
2019-02-17 14:00:00.000000,A001,954.4
2019-02-17 15:00:00.000000,A001,1092.8
2019-02-17 16:00:00.000000,A001,1700.2
2019-02-17 17:00:00.000000,A001,1761.3
2019-02-17 18:00:00.000000,A001,1707.9
2019-02-17 19:00:00.000000,A001,1074.9
2019-02-17 20:00:00.000000,A001,416.3
2019-02-17 21:00:00.000000,A001,632.2
2019-02-17 22:00:00.000000,A001,118.3
2019-02-17 23:00:00.000000,A001,-1.3
2019-02-18 00:00:00.000000,A001,-2.6
2019-02-18 01:00:00.000000,A001,-3.3
2019-02-18 02:00:00.000000,A001,-3.1
2019-02-18 03:00:00.000000,A001,-3.5
2019-02-18 04:00:00.000000,A001,-3.5
2019-02-18 05:00:00.000000,A001,-1.4
2019-02-18 06:00:00.000000,A001,-1.7
2019-02-18 07:00:00.000000,A001,-2.5
2019-02-18 08:00:00.000000,A001,-2.7
2019-02-18 09:00:00.000000,A001,-1.9
2019-02-18 10:00:00.000000,A001,45.8
2019-02-18 11:00:00.000000,A001,236.3
2019-02-18 12:00:00.000000,A001,742.9
2019-02-18 13:00:00.000000,A001,847.8
2019-02-18 14:00:00.000000,A001,775
2019-02-18 15:00:00.000000,A001,795
2019-02-18 16:00:00.000000,A001,789.3
2019-02-18 17:00:00.000000,A001,954.9
2019-02-18 18:00:00.000000,A001,1270.4
2019-02-18 19:00:00.000000,A001,1231.6
2019-02-18 20:00:00.000000,A001,879.6
2019-02-18 21:00:00.000000,A001,348.4
2019-02-18 22:00:00.000000,A001,96.1
2019-02-18 23:00:00.000000,A001,-2.9
2019-02-19 00:00:00.000000,A001,-2.5
2019-02-19 01:00:00.000000,A001,-3.2
2019-02-19 02:00:00.000000,A001,-2.5
2019-02-19 03:00:00.000000,A001,-2.9
2019-02-19 04:00:00.000000,A001,-2.3
2019-02-19 05:00:00.000000,A001,-2.6
2019-02-19 06:00:00.000000,A001,-3.1
2019-02-19 07:00:00.000000,A001,-2.8
2019-02-19 08:00:00.000000,A001,-2.6
2019-02-19 09:00:00.000000,A001,-3.2
2019-02-19 10:00:00.000000,A001,45.3
2019-02-19 11:00:00.000000,A001,456
2019-02-19 12:00:00.000000,A001,1406.7
2019-02-19 13:00:00.000000,A001,2308.1
2019-02-19 14:00:00.000000,A001,1838.1
2019-02-19 15:00:00.000000,A001,2015.6
2019-02-19 16:00:00.000000,A001,1341.8
2019-02-19 17:00:00.000000,A001,1761.4
2019-02-19 18:00:00.000000,A001,1620.5
2019-02-19 19:00:00.000000,A001,2125.8
2019-02-19 20:00:00.000000,A001,1476.5
2019-02-19 21:00:00.000000,A001,884.8
2019-02-19 22:00:00.000000,A001,93.7
2019-02-19 23:00:00.000000,A001,-3.5
2019-02-20 00:00:00.000000,A001,-3.5
2019-02-20 01:00:00.000000,A001,-3.5
2019-02-20 02:00:00.000000,A001,-3.5
2019-02-20 03:00:00.000000,A001,-3.5
2019-02-20 04:00:00.000000,A001,-3.5
2019-02-20 05:00:00.000000,A001,-3.5
2019-02-20 06:00:00.000000,A001,-3.5
2019-02-20 07:00:00.000000,A001,-3.5
2019-02-20 08:00:00.000000,A001,-3.5
2019-02-20 09:00:00.000000,A001,-3.5
2019-02-20 10:00:00.000000,A001,103
2019-02-20 11:00:00.000000,A001,866.1
2019-02-20 12:00:00.000000,A001,1393.9
2019-02-20 13:00:00.000000,A001,1488.4
2019-02-20 14:00:00.000000,A001,1230.8
2019-02-20 15:00:00.000000,A001,2599.2
2019-02-20 16:00:00.000000,A001,3226.6
2019-02-20 17:00:00.000000,A001,3049.6
2019-02-20 18:00:00.000000,A001,2558.8
2019-02-20 19:00:00.000000,A001,2081
2019-02-20 20:00:00.000000,A001,1051.6
2019-02-20 21:00:00.000000,A001,226.6
2019-02-20 22:00:00.000000,A001,26
2019-02-20 23:00:00.000000,A001,-3.4
2019-02-21 00:00:00.000000,A001,-3.2
2019-02-21 01:00:00.000000,A001,-3.5
2019-02-21 02:00:00.000000,A001,-3.5
2019-02-21 03:00:00.000000,A001,-3.5
2019-02-21 04:00:00.000000,A001,-3.5
2019-02-21 05:00:00.000000,A001,-3.5
2019-02-21 06:00:00.000000,A001,-3.5
2019-02-21 07:00:00.000000,A001,-3.5
2019-02-21 08:00:00.000000,A001,-3.5
2019-02-21 09:00:00.000000,A001,-3.2
2019-02-21 10:00:00.000000,A001,49
2019-02-21 11:00:00.000000,A001,462.4
2019-02-21 12:00:00.000000,A001,1714.5
2019-02-21 13:00:00.000000,A001,2393.9
2019-02-21 14:00:00.000000,A001,3209.8
2019-02-21 15:00:00.000000,A001,3204.4
2019-02-21 16:00:00.000000,A001,3026.1
2019-02-21 17:00:00.000000,A001,484.4
2019-02-21 18:00:00.000000,A001,227.7
2019-02-21 19:00:00.000000,A001,586
2019-02-21 20:00:00.000000,A001,630.9
2019-02-21 21:00:00.000000,A001,225.9
2019-02-21 22:00:00.000000,A001,89.7
2019-02-21 23:00:00.000000,A001,-3.4
2019-02-22 00:00:00.000000,A001,-3.5
2019-02-22 01:00:00.000000,A001,-3.5
2019-02-22 02:00:00.000000,A001,-3.4
2019-02-22 03:00:00.000000,A001,-3.4
2019-02-22 04:00:00.000000,A001,-3.3
2019-02-22 05:00:00.000000,A001,-3.5
2019-02-22 06:00:00.000000,A001,-3.1
2019-02-22 07:00:00.000000,A001,-3.4
2019-02-22 08:00:00.000000,A001,-3.5
2019-02-22 09:00:00.000000,A001,-3.5
2019-02-22 10:00:00.000000,A001,77.8
2019-02-22 11:00:00.000000,A001,418.8
2019-02-22 12:00:00.000000,A001,1415
2019-02-22 13:00:00.000000,A001,2623.7
2019-02-22 14:00:00.000000,A001,3194.9
2019-02-22 15:00:00.000000,A001,3462.9
2019-02-22 16:00:00.000000,A001,3412.4
2019-02-22 17:00:00.000000,A001,3186.6
2019-02-22 18:00:00.000000,A001,3011.7
2019-02-22 19:00:00.000000,A001,2161.4
2019-02-22 20:00:00.000000,A001,1779.2
2019-02-22 21:00:00.000000,A001,571.4
2019-02-22 22:00:00.000000,A001,43.2
2019-02-22 23:00:00.000000,A001,1.2
2019-02-23 00:00:00.000000,A001,2.6
2019-02-23 01:00:00.000000,A001,0.8
2019-02-23 02:00:00.000000,A001,-3.4
2019-02-23 03:00:00.000000,A001,-3.1
2019-02-23 04:00:00.000000,A001,-3.5
2019-02-23 05:00:00.000000,A001,-3.4
2019-02-23 06:00:00.000000,A001,-3
2019-02-23 07:00:00.000000,A001,-3.5
2019-02-23 08:00:00.000000,A001,-3.3
2019-02-23 09:00:00.000000,A001,-3.1
2019-02-23 10:00:00.000000,A001,67.2
2019-02-23 11:00:00.000000,A001,686.5
2019-02-23 12:00:00.000000,A001,1396.6
2019-02-23 13:00:00.000000,A001,2352.8
2019-02-23 14:00:00.000000,A001,2915.2
2019-02-23 15:00:00.000000,A001,2935.1
2019-02-23 16:00:00.000000,A001,3007
2019-02-23 17:00:00.000000,A001,2953.3
2019-02-23 18:00:00.000000,A001,2864.4
2019-02-23 19:00:00.000000,A001,1802.2
2019-02-23 20:00:00.000000,A001,1889.3
2019-02-23 21:00:00.000000,A001,710.8
2019-02-23 22:00:00.000000,A001,58.2
2019-02-23 23:00:00.000000,A001,-3.5
2019-02-24 00:00:00.000000,A001,-3.5
2019-02-24 01:00:00.000000,A001,-3.5
2019-02-24 02:00:00.000000,A001,-3.5
2019-02-24 03:00:00.000000,A001,-3.5
2019-02-24 04:00:00.000000,A001,-3.5
2019-02-24 05:00:00.000000,A001,-3.5
2019-02-24 06:00:00.000000,A001,-3.5
2019-02-24 07:00:00.000000,A001,-3.5
2019-02-24 08:00:00.000000,A001,-3.5
2019-02-24 09:00:00.000000,A001,-3.5
2019-02-24 10:00:00.000000,A001,84.4
2019-02-24 11:00:00.000000,A001,735.6
2019-02-24 12:00:00.000000,A001,1674.5
2019-02-24 13:00:00.000000,A001,2590.8
2019-02-24 14:00:00.000000,A001,2814.4
2019-02-24 15:00:00.000000,A001,3050.9
2019-02-24 16:00:00.000000,A001,3700.6
2019-02-24 17:00:00.000000,A001,3436.2
2019-02-24 18:00:00.000000,A001,3132.8
2019-02-24 19:00:00.000000,A001,2436.3
2019-02-24 20:00:00.000000,A001,860.1
2019-02-24 21:00:00.000000,A001,179.7
2019-02-24 22:00:00.000000,A001,23.3
2019-02-24 23:00:00.000000,A001,-3.5
2019-02-25 00:00:00.000000,A001,-3.5
2019-02-25 01:00:00.000000,A001,-3.5
2019-02-25 02:00:00.000000,A001,-3.5
2019-02-25 03:00:00.000000,A001,-3.4
2019-02-25 04:00:00.000000,A001,-3.5
2019-02-25 05:00:00.000000,A001,-3.4
2019-02-25 06:00:00.000000,A001,-3.3
2019-02-25 07:00:00.000000,A001,-3.5
2019-02-25 08:00:00.000000,A001,-3.5
2019-02-25 09:00:00.000000,A001,-3.5
2019-02-25 10:00:00.000000,A001,13.7
2019-02-25 11:00:00.000000,A001,16.5
2019-02-25 12:00:00.000000,A001,125.1
2019-02-25 13:00:00.000000,A001,818.3
2019-02-25 14:00:00.000000,A001,2155.7
2019-02-25 15:00:00.000000,A001,3655.6
2019-02-25 16:00:00.000000,A001,3638.9
2019-02-25 17:00:00.000000,A001,3823
2019-02-25 18:00:00.000000,A001,1673.4
2019-02-25 19:00:00.000000,A001,285.7
2019-02-25 20:00:00.000000,A001,147.9
2019-02-25 21:00:00.000000,A001,154.4
2019-02-25 22:00:00.000000,A001,39.8
2019-02-25 23:00:00.000000,A001,-3.5
2019-02-26 00:00:00.000000,A001,-3.5
2019-02-26 01:00:00.000000,A001,-3.5
2019-02-26 02:00:00.000000,A001,-2.4
2019-02-26 03:00:00.000000,A001,-3.2
2019-02-26 04:00:00.000000,A001,-3
2019-02-26 05:00:00.000000,A001,-3
2019-02-26 06:00:00.000000,A001,-3.3
2019-02-26 07:00:00.000000,A001,-3.1
2019-02-26 08:00:00.000000,A001,-3.5
2019-02-26 09:00:00.000000,A001,-3.5
2019-02-26 10:00:00.000000,A001,63.1
2019-02-26 11:00:00.000000,A001,840.2
2019-02-26 12:00:00.000000,A001,1518.7
2019-02-26 13:00:00.000000,A001,2416.6
2019-02-26 14:00:00.000000,A001,2678.4
2019-02-26 15:00:00.000000,A001,3051.8
2019-02-26 16:00:00.000000,A001,2522.8
2019-02-26 17:00:00.000000,A001,2382.5
2019-02-26 18:00:00.000000,A001,1315
2019-02-26 19:00:00.000000,A001,1398.8
2019-02-26 20:00:00.000000,A001,897.5
2019-02-26 21:00:00.000000,A001,536.8
2019-02-26 22:00:00.000000,A001,98.9
2019-02-26 23:00:00.000000,A001,-3.5
2019-02-27 00:00:00.000000,A001,-3.5
2019-02-27 01:00:00.000000,A001,-3.5
2019-02-27 02:00:00.000000,A001,-3.4
2019-02-27 03:00:00.000000,A001,-3.3
2019-02-27 04:00:00.000000,A001,-3.5
2019-02-27 05:00:00.000000,A001,-3.5
2019-02-27 06:00:00.000000,A001,-3.5
2019-02-27 07:00:00.000000,A001,-3.4
2019-02-27 08:00:00.000000,A001,-3.5
2019-02-27 09:00:00.000000,A001,-3.5
2019-02-27 10:00:00.000000,A001,113.1
2019-02-27 11:00:00.000000,A001,844.9
2019-02-27 12:00:00.000000,A001,1354.6
2019-02-27 13:00:00.000000,A001,1871.9
2019-02-27 14:00:00.000000,A001,3118.5
2019-02-27 15:00:00.000000,A001,2560.4
2019-02-27 16:00:00.000000,A001,3586.9
2019-02-27 17:00:00.000000,A001,3764.4
2019-02-27 18:00:00.000000,A001,1869.3
2019-02-27 19:00:00.000000,A001,735
2019-02-27 20:00:00.000000,A001,477.8
2019-02-27 21:00:00.000000,A001,303.2
2019-02-27 22:00:00.000000,A001,108.5
2019-02-27 23:00:00.000000,A001,-3.4
2019-02-28 00:00:00.000000,A001,-3.3
2019-02-28 01:00:00.000000,A001,-3.5
2019-02-28 02:00:00.000000,A001,-3.5
2019-02-28 03:00:00.000000,A001,-3.5
2019-02-28 04:00:00.000000,A001,-3.5
2019-02-28 05:00:00.000000,A001,-3.5
2019-02-28 06:00:00.000000,A001,-3.5
2019-02-28 07:00:00.000000,A001,-3.5
2019-02-28 08:00:00.000000,A001,-3.5
2019-02-28 09:00:00.000000,A001,-3.5
2019-02-28 10:00:00.000000,A001,59.4
2019-02-28 11:00:00.000000,A001,618.9
2019-02-28 12:00:00.000000,A001,897.5
2019-02-28 13:00:00.000000,A001,1641.8
2019-02-28 14:00:00.000000,A001,2645.1
2019-02-28 15:00:00.000000,A001,2170.1
2019-02-28 16:00:00.000000,A001,818.2
2019-02-28 17:00:00.000000,A001,1601.8
2019-02-28 18:00:00.000000,A001,1164.6
2019-02-28 19:00:00.000000,A001,318.4
2019-02-28 20:00:00.000000,A001,80.1
2019-02-28 21:00:00.000000,A001,214.6
2019-02-28 22:00:00.000000,A001,94.3
2019-02-28 23:00:00.000000,A001,-2
2019-03-01 00:00:00.000000,A001,-2.4
2019-03-01 01:00:00.000000,A001,-2.2
2019-03-01 02:00:00.000000,A001,-2.1
2019-03-01 03:00:00.000000,A001,-2
2019-03-01 04:00:00.000000,A001,-2.1
2019-03-01 05:00:00.000000,A001,-2.1
2019-03-01 06:00:00.000000,A001,-2.3
2019-03-01 07:00:00.000000,A001,-2.5
2019-03-01 08:00:00.000000,A001,-2.4
2019-03-01 09:00:00.000000,A001,-3
2019-03-01 10:00:00.000000,A001,41.1
2019-03-01 11:00:00.000000,A001,423.6
2019-03-01 12:00:00.000000,A001,1229
2019-03-01 13:00:00.000000,A001,1598.5
2019-03-01 14:00:00.000000,A001,3279.1
2019-03-01 15:00:00.000000,A001,3208.3
2019-03-01 16:00:00.000000,A001,3716
2019-03-01 17:00:00.000000,A001,2168.7
2019-03-01 18:00:00.000000,A001,1073.8
2019-03-01 19:00:00.000000,A001,1484.3
2019-03-01 20:00:00.000000,A001,1216.3
2019-03-01 21:00:00.000000,A001,383.1
2019-03-01 22:00:00.000000,A001,45.2
2019-03-01 23:00:00.000000,A001,-3.5
2019-03-02 00:00:00.000000,A001,-3.5
2019-03-02 01:00:00.000000,A001,-3.5
2019-03-02 02:00:00.000000,A001,-3.5
2019-03-02 03:00:00.000000,A001,-3.5
2019-03-02 04:00:00.000000,A001,-2.4
2019-03-02 05:00:00.000000,A001,-2.8
2019-03-02 06:00:00.000000,A001,-2.7
2019-03-02 07:00:00.000000,A001,-3.1
2019-03-02 08:00:00.000000,A001,-3.5
2019-03-02 09:00:00.000000,A001,-3.3
2019-03-02 10:00:00.000000,A001,43.3
2019-03-02 11:00:00.000000,A001,536.3
2019-03-02 12:00:00.000000,A001,1927.5
2019-03-02 13:00:00.000000,A001,2063.4
2019-03-02 14:00:00.000000,A001,2242.9
2019-03-02 15:00:00.000000,A001,2289
2019-03-02 16:00:00.000000,A001,1483.9
2019-03-02 17:00:00.000000,A001,1099.4
2019-03-02 18:00:00.000000,A001,476.9
2019-03-02 19:00:00.000000,A001,697.9
2019-03-02 20:00:00.000000,A001,453.5
2019-03-02 21:00:00.000000,A001,32.1
2019-03-02 22:00:00.000000,A001,1.8
2019-03-02 23:00:00.000000,A001,-1.7
2019-03-03 00:00:00.000000,A001,-1.6
2019-03-03 01:00:00.000000,A001,-2.2
2019-03-03 02:00:00.000000,A001,-1.8
2019-03-03 03:00:00.000000,A001,-2.3
2019-03-03 04:00:00.000000,A001,-2.2
2019-03-03 05:00:00.000000,A001,-2.5
2019-03-03 06:00:00.000000,A001,-2.9
2019-03-03 07:00:00.000000,A001,-2.6
2019-03-03 08:00:00.000000,A001,-2.9
2019-03-03 09:00:00.000000,A001,-3.4
2019-03-03 10:00:00.000000,A001,75.6
2019-03-03 11:00:00.000000,A001,519
2019-03-03 12:00:00.000000,A001,835.1
2019-03-03 13:00:00.000000,A001,1712.4
2019-03-03 14:00:00.000000,A001,1775.2
2019-03-03 15:00:00.000000,A001,1915.3
2019-03-03 16:00:00.000000,A001,931
2019-03-03 17:00:00.000000,A001,2625.2
2019-03-03 18:00:00.000000,A001,2763.9
2019-03-03 19:00:00.000000,A001,1255.1
2019-03-03 20:00:00.000000,A001,629
2019-03-03 21:00:00.000000,A001,270.8
2019-03-03 22:00:00.000000,A001,44.4
2019-03-03 23:00:00.000000,A001,-3.5
2019-03-04 00:00:00.000000,A001,-3.1
2019-03-04 01:00:00.000000,A001,-2.5
2019-03-04 02:00:00.000000,A001,-2.8
2019-03-04 03:00:00.000000,A001,-2.6
2019-03-04 04:00:00.000000,A001,-3.3
2019-03-04 05:00:00.000000,A001,-2.8
2019-03-04 06:00:00.000000,A001,-1.8
2019-03-04 07:00:00.000000,A001,-0.3
2019-03-04 08:00:00.000000,A001,-2
2019-03-04 09:00:00.000000,A001,-1
2019-03-04 10:00:00.000000,A001,21.3
2019-03-04 11:00:00.000000,A001,234.4
2019-03-04 12:00:00.000000,A001,958.1
2019-03-04 13:00:00.000000,A001,1686.9
2019-03-04 14:00:00.000000,A001,1696.6
2019-03-04 15:00:00.000000,A001,1278.6
2019-03-04 16:00:00.000000,A001,913.5
2019-03-04 17:00:00.000000,A001,1083.7
2019-03-04 18:00:00.000000,A001,1656.4
2019-03-04 19:00:00.000000,A001,683.9
2019-03-04 20:00:00.000000,A001,270.6
2019-03-04 21:00:00.000000,A001,178.9
2019-03-04 22:00:00.000000,A001,63.6
2019-03-04 23:00:00.000000,A001,-3
2019-03-05 00:00:00.000000,A001,-3.3
2019-03-05 01:00:00.000000,A001,-2.4
2019-03-05 02:00:00.000000,A001,-2.4
2019-03-05 03:00:00.000000,A001,-3.1
2019-03-05 04:00:00.000000,A001,-2.5
2019-03-05 05:00:00.000000,A001,-2.9
2019-03-05 06:00:00.000000,A001,-2.9
2019-03-05 07:00:00.000000,A001,-3
2019-03-05 08:00:00.000000,A001,-2.8
2019-03-05 09:00:00.000000,A001,-2.3
2019-03-05 10:00:00.000000,A001,2.6
2019-03-05 11:00:00.000000,A001,199.7
2019-03-05 12:00:00.000000,A001,500.8
2019-03-05 13:00:00.000000,A001,1109.3
2019-03-05 14:00:00.000000,A001,1909.7
2019-03-05 15:00:00.000000,A001,2814.2
2019-03-05 16:00:00.000000,A001,3024.6
2019-03-05 17:00:00.000000,A001,1215.9
2019-03-05 18:00:00.000000,A001,1029.6
2019-03-05 19:00:00.000000,A001,756.1
2019-03-05 20:00:00.000000,A001,215.2
2019-03-05 21:00:00.000000,A001,114.6
2019-03-05 22:00:00.000000,A001,24.8
2019-03-05 23:00:00.000000,A001,-1.3
2019-03-06 00:00:00.000000,A001,-1.4
2019-03-06 01:00:00.000000,A001,-1.6
2019-03-06 02:00:00.000000,A001,-1.8
2019-03-06 03:00:00.000000,A001,-1.5
2019-03-06 04:00:00.000000,A001,-3
2019-03-06 05:00:00.000000,A001,-1.9
2019-03-06 06:00:00.000000,A001,-1.7
2019-03-06 07:00:00.000000,A001,-2.7
2019-03-06 08:00:00.000000,A001,-1.4
2019-03-06 09:00:00.000000,A001,-2.2
2019-03-06 10:00:00.000000,A001,43.7
2019-03-06 11:00:00.000000,A001,690.4
2019-03-06 12:00:00.000000,A001,1215.4
2019-03-06 13:00:00.000000,A001,1962.5
2019-03-06 14:00:00.000000,A001,2786.4
2019-03-06 15:00:00.000000,A001,3494.9
2019-03-06 16:00:00.000000,A001,2686.5
2019-03-06 17:00:00.000000,A001,1283.7
2019-03-06 18:00:00.000000,A001,991.4
2019-03-06 19:00:00.000000,A001,1254.3
2019-03-06 20:00:00.000000,A001,404.6
2019-03-06 21:00:00.000000,A001,207.8
2019-03-06 22:00:00.000000,A001,47.6
2019-03-06 23:00:00.000000,A001,-3.5
2019-03-07 00:00:00.000000,A001,-3.5
2019-03-07 01:00:00.000000,A001,-3.3
2019-03-07 02:00:00.000000,A001,-3.2
2019-03-07 03:00:00.000000,A001,-3.5
2019-03-07 04:00:00.000000,A001,-3.2
2019-03-07 05:00:00.000000,A001,-3.4
2019-03-07 06:00:00.000000,A001,-3.1
2019-03-07 07:00:00.000000,A001,-3.1
2019-03-07 08:00:00.000000,A001,-3.5
2019-03-07 09:00:00.000000,A001,-3.5
2019-03-07 10:00:00.000000,A001,56.8
2019-03-07 11:00:00.000000,A001,439.3
2019-03-07 12:00:00.000000,A001,1163
2019-03-07 13:00:00.000000,A001,1887.7
2019-03-07 14:00:00.000000,A001,2008.9
2019-03-07 15:00:00.000000,A001,2134
2019-03-07 16:00:00.000000,A001,2732.3
2019-03-07 17:00:00.000000,A001,2414.9
2019-03-07 18:00:00.000000,A001,2128.9
2019-03-07 19:00:00.000000,A001,2150.1
2019-03-07 20:00:00.000000,A001,659.8
2019-03-07 21:00:00.000000,A001,303
2019-03-07 22:00:00.000000,A001,21.2
2019-03-07 23:00:00.000000,A001,-3.5
2019-03-08 00:00:00.000000,A001,-3.5
2019-03-08 01:00:00.000000,A001,-3.5
2019-03-08 02:00:00.000000,A001,-3.4
2019-03-08 03:00:00.000000,A001,-3.2
2019-03-08 04:00:00.000000,A001,-3.4
2019-03-08 05:00:00.000000,A001,-3.4
2019-03-08 06:00:00.000000,A001,-3.5
2019-03-08 07:00:00.000000,A001,-3.1
2019-03-08 08:00:00.000000,A001,-3.3
2019-03-08 09:00:00.000000,A001,-3.4
2019-03-08 10:00:00.000000,A001,70.9
2019-03-08 11:00:00.000000,A001,762.2
2019-03-08 12:00:00.000000,A001,1503.2
2019-03-08 13:00:00.000000,A001,2370.7
2019-03-08 14:00:00.000000,A001,3174.6
2019-03-08 15:00:00.000000,A001,3545.1
2019-03-08 16:00:00.000000,A001,3833.7
2019-03-08 17:00:00.000000,A001,3226.1
2019-03-08 18:00:00.000000,A001,2972.8
2019-03-08 19:00:00.000000,A001,2303.7
2019-03-08 20:00:00.000000,A001,1140.7
2019-03-08 21:00:00.000000,A001,345
2019-03-08 22:00:00.000000,A001,34.5
2019-03-08 23:00:00.000000,A001,-3.5
2019-03-09 00:00:00.000000,A001,-3.5
2019-03-09 01:00:00.000000,A001,-3.5
2019-03-09 02:00:00.000000,A001,-3.5
2019-03-09 03:00:00.000000,A001,-3.5
2019-03-09 04:00:00.000000,A001,-3.5
2019-03-09 05:00:00.000000,A001,-3.5
2019-03-09 06:00:00.000000,A001,-3.5
2019-03-09 07:00:00.000000,A001,-3.5
2019-03-09 08:00:00.000000,A001,-3.5
2019-03-09 09:00:00.000000,A001,-3.5
2019-03-09 10:00:00.000000,A001,56.3
2019-03-09 11:00:00.000000,A001,756.4
2019-03-09 12:00:00.000000,A001,1712.8
2019-03-09 13:00:00.000000,A001,2519.4
2019-03-09 14:00:00.000000,A001,3001.6
2019-03-09 15:00:00.000000,A001,2796.4
2019-03-09 16:00:00.000000,A001,2633.2
2019-03-09 17:00:00.000000,A001,3375.7
2019-03-09 18:00:00.000000,A001,3077.5
2019-03-09 19:00:00.000000,A001,2742.5
2019-03-09 20:00:00.000000,A001,1906.2
2019-03-09 21:00:00.000000,A001,748.1
2019-03-09 22:00:00.000000,A001,93.4
2019-03-09 23:00:00.000000,A001,-3.5
2019-01-09 00:00:00.000000,A001,-3.5
2019-01-09 01:00:00.000000,A001,-3.5
2019-01-09 02:00:00.000000,A001,-3.5
2019-01-09 03:00:00.000000,A001,-3.5
2019-01-09 04:00:00.000000,A001,-3.5
2019-01-09 05:00:00.000000,A001,-3.5
2019-01-09 06:00:00.000000,A001,-3.5
2019-01-09 07:00:00.000000,A001,-3.5
2019-01-09 08:00:00.000000,A001,-3.5
2019-01-09 09:00:00.000000,A001,-2.4
2019-01-09 10:00:00.000000,A001,261.8
2019-01-09 11:00:00.000000,A001,1191.1
2019-01-09 12:00:00.000000,A001,1548.8
2019-01-09 13:00:00.000000,A001,2495.1
2019-01-09 14:00:00.000000,A001,3313.2
2019-01-09 15:00:00.000000,A001,2983.5
2019-01-09 16:00:00.000000,A001,3877.7
2019-01-09 17:00:00.000000,A001,3258.3
2019-01-09 18:00:00.000000,A001,3183.3
2019-01-09 19:00:00.000000,A001,2317.8
2019-01-09 20:00:00.000000,A001,1784.5
2019-01-09 21:00:00.000000,A001,1100.9
2019-01-09 22:00:00.000000,A001,341.9
2019-01-09 23:00:00.000000,A001,-2.7
2019-01-10 00:00:00.000000,A001,-3.5
2019-01-10 01:00:00.000000,A001,-3.5
2019-01-10 02:00:00.000000,A001,-3.5
2019-01-10 03:00:00.000000,A001,-3.5
2019-01-10 04:00:00.000000,A001,-3.5
2019-01-10 05:00:00.000000,A001,-3.5
2019-01-10 06:00:00.000000,A001,-3.5
2019-01-10 07:00:00.000000,A001,-3.5
2019-01-10 08:00:00.000000,A001,-3.5
2019-01-10 09:00:00.000000,A001,-3
2019-01-10 10:00:00.000000,A001,110.4
2019-01-10 11:00:00.000000,A001,1115.1
2019-01-10 12:00:00.000000,A001,1848
2019-01-10 13:00:00.000000,A001,2396.8
2019-01-10 14:00:00.000000,A001,3367.7
2019-01-10 15:00:00.000000,A001,3603.5
2019-01-10 16:00:00.000000,A001,2498.5
2019-01-10 17:00:00.000000,A001,3138.5
2019-01-10 18:00:00.000000,A001,1240.8
2019-01-10 19:00:00.000000,A001,159.5
2019-01-10 20:00:00.000000,A001,160.8
2019-01-10 21:00:00.000000,A001,174.9
2019-01-10 22:00:00.000000,A001,79
2019-01-10 23:00:00.000000,A001,-3.1
2019-01-11 00:00:00.000000,A001,-2.7
2019-01-11 01:00:00.000000,A001,-2.7
2019-01-11 02:00:00.000000,A001,-3
2019-01-11 03:00:00.000000,A001,-2.6
2019-01-11 04:00:00.000000,A001,-3.5
2019-01-11 05:00:00.000000,A001,-3.5
2019-01-11 06:00:00.000000,A001,-3.4
2019-01-11 07:00:00.000000,A001,-3.5
2019-01-11 08:00:00.000000,A001,-3.3
2019-01-11 09:00:00.000000,A001,-2.7
2019-01-11 10:00:00.000000,A001,19.8
2019-01-11 11:00:00.000000,A001,94.9
2019-01-11 12:00:00.000000,A001,542.3
2019-01-11 13:00:00.000000,A001,458.2
2019-01-11 14:00:00.000000,A001,779.8
2019-01-11 15:00:00.000000,A001,1061.7
2019-01-11 16:00:00.000000,A001,1594.3
2019-01-11 17:00:00.000000,A001,2318.3
2019-01-11 18:00:00.000000,A001,1848.6
2019-01-11 19:00:00.000000,A001,1681.3
2019-01-11 20:00:00.000000,A001,1299.7
2019-01-11 21:00:00.000000,A001,737
2019-01-11 22:00:00.000000,A001,89
2019-01-11 23:00:00.000000,A001,-3.3
2019-01-12 00:00:00.000000,A001,-3.5
2019-01-12 01:00:00.000000,A001,-3.5
2019-01-12 02:00:00.000000,A001,-3.5
2019-01-12 03:00:00.000000,A001,-3.5
2019-01-12 04:00:00.000000,A001,-3.1
2019-01-12 05:00:00.000000,A001,-3.5
2019-01-12 06:00:00.000000,A001,-3.5
2019-01-12 07:00:00.000000,A001,-3.5
2019-01-12 08:00:00.000000,A001,-2.9
2019-01-12 09:00:00.000000,A001,-2.2
2019-01-12 10:00:00.000000,A001,156
2019-01-12 11:00:00.000000,A001,515.4
2019-01-12 12:00:00.000000,A001,2187.6
2019-01-12 13:00:00.000000,A001,2663.3
2019-01-12 14:00:00.000000,A001,3203.8
2019-01-12 15:00:00.000000,A001,3123.7
