hr_medicao,cdg_stacao,umidade
2019-03-06 12:00:00.000000,A012,89
2019-03-06 13:00:00.000000,A012,74
2019-03-06 14:00:00.000000,A012,66
2019-03-06 15:00:00.000000,A012,59
2019-03-06 16:00:00.000000,A012,59
2019-03-06 17:00:00.000000,A012,60
2019-03-06 18:00:00.000000,A012,74
2019-03-06 19:00:00.000000,A012,80
2019-03-06 20:00:00.000000,A012,76
2019-03-06 21:00:00.000000,A012,76
2019-03-06 22:00:00.000000,A012,86
2019-03-06 23:00:00.000000,A012,84
2019-02-02 12:00:00.000000,A012,51
2019-02-02 13:00:00.000000,A012,42
2019-02-02 14:00:00.000000,A012,43
2019-02-02 15:00:00.000000,A012,38
2019-02-02 16:00:00.000000,A012,31
2019-02-02 17:00:00.000000,A012,30
2019-02-02 18:00:00.000000,A012,25
2019-02-02 19:00:00.000000,A012,25
2019-02-02 20:00:00.000000,A012,29
2019-02-02 21:00:00.000000,A012,30
2019-02-02 22:00:00.000000,A012,35
2019-02-02 23:00:00.000000,A012,37
2019-02-03 00:00:00.000000,A012,41
2019-02-03 01:00:00.000000,A012,43
2019-02-03 02:00:00.000000,A012,46
2019-02-03 03:00:00.000000,A012,57
2019-02-03 04:00:00.000000,A012,51
2019-02-03 05:00:00.000000,A012,60
2019-02-03 06:00:00.000000,A012,63
2019-02-03 07:00:00.000000,A012,71
2019-02-03 08:00:00.000000,A012,77
2019-02-03 09:00:00.000000,A012,85
2019-02-03 10:00:00.000000,A012,80
2019-02-03 11:00:00.000000,A012,75
2019-02-03 12:00:00.000000,A012,64
2019-02-03 13:00:00.000000,A012,54
2019-02-03 14:00:00.000000,A012,46
2019-02-03 15:00:00.000000,A012,41
2019-02-03 16:00:00.000000,A012,33
2019-02-03 17:00:00.000000,A012,32
2019-02-03 18:00:00.000000,A012,26
2019-02-03 19:00:00.000000,A012,27
2019-02-03 20:00:00.000000,A012,30
2019-02-03 21:00:00.000000,A012,32
2019-02-03 22:00:00.000000,A012,33
2019-02-03 23:00:00.000000,A012,44
2019-02-04 00:00:00.000000,A012,48
2019-03-07 00:00:00.000000,A012,82
2019-03-07 01:00:00.000000,A012,78
2019-03-07 02:00:00.000000,A012,81
2019-03-07 03:00:00.000000,A012,74
2019-03-07 04:00:00.000000,A012,83
2019-03-07 05:00:00.000000,A012,89
2019-03-07 06:00:00.000000,A012,89
2019-03-07 07:00:00.000000,A012,91
2019-03-07 08:00:00.000000,A012,93
2019-03-07 09:00:00.000000,A012,90
2019-03-07 10:00:00.000000,A012,89
2019-03-07 11:00:00.000000,A012,77
2019-03-07 12:00:00.000000,A012,67
2019-03-07 13:00:00.000000,A012,67
2019-03-07 14:00:00.000000,A012,67
2019-03-07 15:00:00.000000,A012,65
2019-03-07 16:00:00.000000,A012,66
2019-03-07 17:00:00.000000,A012,64
2019-03-07 18:00:00.000000,A012,60
2019-03-07 19:00:00.000000,A012,66
2019-03-07 20:00:00.000000,A012,74
2019-03-07 21:00:00.000000,A012,89
2019-03-07 22:00:00.000000,A012,90
2019-03-07 23:00:00.000000,A012,86
2019-03-08 00:00:00.000000,A012,93
2019-03-08 01:00:00.000000,A012,89
2019-03-08 02:00:00.000000,A012,88
2019-03-08 03:00:00.000000,A012,88
2019-03-08 04:00:00.000000,A012,91
2019-03-08 05:00:00.000000,A012,91
2019-03-08 06:00:00.000000,A012,91
2019-03-08 07:00:00.000000,A012,95
2019-03-08 08:00:00.000000,A012,95
2019-03-08 09:00:00.000000,A012,95
2019-03-08 10:00:00.000000,A012,95
2019-03-08 11:00:00.000000,A012,81
2019-03-08 12:00:00.000000,A012,77
2019-02-04 01:00:00.000000,A012,44
2019-02-04 02:00:00.000000,A012,49
2019-02-04 03:00:00.000000,A012,57
2019-02-04 04:00:00.000000,A012,72
2019-02-04 05:00:00.000000,A012,73
2019-02-04 06:00:00.000000,A012,75
2019-02-04 07:00:00.000000,A012,76
2019-02-04 08:00:00.000000,A012,78
2019-02-04 09:00:00.000000,A012,82
2019-02-04 10:00:00.000000,A012,83
2019-02-04 11:00:00.000000,A012,76
2019-02-04 12:00:00.000000,A012,72
2019-02-04 13:00:00.000000,A012,61
2019-02-04 14:00:00.000000,A012,52
2019-02-04 15:00:00.000000,A012,43
2019-02-04 16:00:00.000000,A012,41
2019-02-04 17:00:00.000000,A012,39
2019-02-04 18:00:00.000000,A012,40
2019-02-04 19:00:00.000000,A012,38
2019-02-04 20:00:00.000000,A012,43
2019-02-04 21:00:00.000000,A012,60
2019-02-04 22:00:00.000000,A012,89
2019-02-04 23:00:00.000000,A012,87
2019-02-05 00:00:00.000000,A012,89
2019-02-05 01:00:00.000000,A012,89
2019-02-05 02:00:00.000000,A012,92
2019-02-05 03:00:00.000000,A012,90
2019-02-05 04:00:00.000000,A012,88
2019-02-05 05:00:00.000000,A012,89
2019-02-05 06:00:00.000000,A012,87
2019-02-05 07:00:00.000000,A012,81
2019-02-05 08:00:00.000000,A012,89
2019-02-05 09:00:00.000000,A012,88
2019-02-05 10:00:00.000000,A012,86
2019-02-05 11:00:00.000000,A012,76
2019-02-05 12:00:00.000000,A012,66
2019-02-05 13:00:00.000000,A012,65
2019-03-08 13:00:00.000000,A012,68
2019-03-08 14:00:00.000000,A012,61
2019-03-08 15:00:00.000000,A012,59
2019-03-08 16:00:00.000000,A012,54
2019-03-08 17:00:00.000000,A012,47
2019-03-08 18:00:00.000000,A012,49
2019-03-08 19:00:00.000000,A012,45
2019-03-08 20:00:00.000000,A012,45
2019-03-08 21:00:00.000000,A012,50
2019-03-08 22:00:00.000000,A012,59
2019-03-08 23:00:00.000000,A012,67
2019-03-09 00:00:00.000000,A012,70
2019-03-09 01:00:00.000000,A012,72
2019-03-09 02:00:00.000000,A012,74
2019-03-09 03:00:00.000000,A012,78
2019-03-09 04:00:00.000000,A012,77
2019-03-09 05:00:00.000000,A012,83
2019-03-09 06:00:00.000000,A012,83
2019-03-09 07:00:00.000000,A012,88
2019-03-09 08:00:00.000000,A012,91
2019-03-09 09:00:00.000000,A012,91
2019-03-09 10:00:00.000000,A012,90
2019-03-09 11:00:00.000000,A012,80
2019-03-09 12:00:00.000000,A012,66
2019-03-09 13:00:00.000000,A012,58
2019-03-09 14:00:00.000000,A012,54
2019-03-09 15:00:00.000000,A012,47
2019-03-09 16:00:00.000000,A012,47
2019-03-09 17:00:00.000000,A012,48
2019-03-09 18:00:00.000000,A012,44
2019-03-09 19:00:00.000000,A012,48
2019-03-09 20:00:00.000000,A012,69
2019-03-09 21:00:00.000000,A012,60
2019-03-09 22:00:00.000000,A012,64
2019-03-09 23:00:00.000000,A012,65
2019-02-05 14:00:00.000000,A012,63
2019-02-05 15:00:00.000000,A012,62
2019-02-05 16:00:00.000000,A012,54
2019-02-05 17:00:00.000000,A012,48
2019-02-05 18:00:00.000000,A012,50
2019-02-05 19:00:00.000000,A012,88
2019-02-05 20:00:00.000000,A012,78
2019-02-05 21:00:00.000000,A012,78
2019-02-05 22:00:00.000000,A012,72
2019-02-05 23:00:00.000000,A012,73
2019-02-06 00:00:00.000000,A012,76
2019-02-06 01:00:00.000000,A012,74
2019-02-06 02:00:00.000000,A012,85
2019-02-06 03:00:00.000000,A012,92
2019-02-06 04:00:00.000000,A012,90
2019-02-06 05:00:00.000000,A012,92
2019-02-06 06:00:00.000000,A012,94
2019-02-06 07:00:00.000000,A012,94
2019-02-06 08:00:00.000000,A012,95
2019-02-06 09:00:00.000000,A012,95
2019-02-06 10:00:00.000000,A012,95
2019-02-06 11:00:00.000000,A012,93
2019-02-06 12:00:00.000000,A012,77
2019-02-06 13:00:00.000000,A012,76
2019-02-06 14:00:00.000000,A012,72
2019-02-06 15:00:00.000000,A012,69
2019-02-06 16:00:00.000000,A012,64
2019-02-06 17:00:00.000000,A012,55
2019-02-06 18:00:00.000000,A012,68
2019-02-06 19:00:00.000000,A012,87
2019-02-06 20:00:00.000000,A012,89
2019-02-06 21:00:00.000000,A012,88
2019-02-06 22:00:00.000000,A012,89
2019-02-06 23:00:00.000000,A012,93
2019-02-07 00:00:00.000000,A012,90
2019-02-07 01:00:00.000000,A012,91
2019-02-07 02:00:00.000000,A012,94
2019-01-09 00:00:00.000000,A012,69
2019-01-09 01:00:00.000000,A012,70
2019-01-09 02:00:00.000000,A012,71
2019-01-09 03:00:00.000000,A012,74
2019-01-09 04:00:00.000000,A012,77
2019-01-09 05:00:00.000000,A012,76
2019-01-09 06:00:00.000000,A012,80
2019-01-09 07:00:00.000000,A012,80
2019-01-09 08:00:00.000000,A012,82
2019-02-07 03:00:00.000000,A012,94
2019-02-07 04:00:00.000000,A012,95
2019-02-07 05:00:00.000000,A012,93
2019-02-07 06:00:00.000000,A012,90
2019-02-07 07:00:00.000000,A012,93
2019-02-07 08:00:00.000000,A012,94
2019-02-07 09:00:00.000000,A012,94
2019-02-07 10:00:00.000000,A012,88
2019-02-07 11:00:00.000000,A012,85
2019-02-07 12:00:00.000000,A012,78
2019-02-07 13:00:00.000000,A012,69
2019-02-07 14:00:00.000000,A012,62
2019-02-07 15:00:00.000000,A012,66
2019-02-07 16:00:00.000000,A012,55
2019-02-07 17:00:00.000000,A012,61
2019-02-07 18:00:00.000000,A012,55
2019-02-07 19:00:00.000000,A012,54
2019-02-07 20:00:00.000000,A012,68
2019-02-07 21:00:00.000000,A012,75
2019-02-07 22:00:00.000000,A012,84
2019-02-07 23:00:00.000000,A012,84
2019-02-08 00:00:00.000000,A012,82
2019-02-08 01:00:00.000000,A012,86
2019-02-08 02:00:00.000000,A012,88
2019-02-08 03:00:00.000000,A012,89
2019-02-08 04:00:00.000000,A012,88
2019-02-08 05:00:00.000000,A012,86
2019-02-08 06:00:00.000000,A012,89
2019-02-08 07:00:00.000000,A012,93
2019-02-08 08:00:00.000000,A012,94
2019-02-08 09:00:00.000000,A012,94
2019-02-08 10:00:00.000000,A012,95
2019-02-08 11:00:00.000000,A012,87
2019-02-08 12:00:00.000000,A012,75
2019-02-08 13:00:00.000000,A012,70
2019-02-08 14:00:00.000000,A012,61
2019-02-08 15:00:00.000000,A012,52
2019-01-09 09:00:00.000000,A012,83
2019-01-09 10:00:00.000000,A012,79
2019-01-09 11:00:00.000000,A012,68
2019-01-09 12:00:00.000000,A012,61
2019-01-09 13:00:00.000000,A012,59
2019-01-09 14:00:00.000000,A012,53
2019-01-09 15:00:00.000000,A012,45
2019-01-09 16:00:00.000000,A012,49
2019-01-09 17:00:00.000000,A012,40
2019-01-09 18:00:00.000000,A012,42
2019-01-09 19:00:00.000000,A012,36
2019-01-09 20:00:00.000000,A012,39
2019-01-09 21:00:00.000000,A012,42
2019-01-09 22:00:00.000000,A012,53
2019-01-09 23:00:00.000000,A012,53
2019-01-10 00:00:00.000000,A012,55
2019-01-10 01:00:00.000000,A012,54
2019-01-10 02:00:00.000000,A012,69
2019-01-10 03:00:00.000000,A012,73
2019-01-10 04:00:00.000000,A012,68
2019-01-10 05:00:00.000000,A012,71
2019-01-10 06:00:00.000000,A012,73
2019-01-10 07:00:00.000000,A012,74
2019-01-10 08:00:00.000000,A012,74
2019-01-10 09:00:00.000000,A012,79
2019-01-10 10:00:00.000000,A012,71
2019-01-10 11:00:00.000000,A012,65
2019-01-10 12:00:00.000000,A012,66
2019-01-10 13:00:00.000000,A012,58
2019-01-10 14:00:00.000000,A012,53
2019-01-10 15:00:00.000000,A012,52
2019-01-10 16:00:00.000000,A012,46
2019-01-10 17:00:00.000000,A012,44
2019-01-10 18:00:00.000000,A012,48
2019-01-10 19:00:00.000000,A012,67
2019-01-10 20:00:00.000000,A012,79
2019-01-10 21:00:00.000000,A012,80
2019-02-08 16:00:00.000000,A012,56
2019-02-08 17:00:00.000000,A012,55
2019-02-08 18:00:00.000000,A012,56
2019-02-08 19:00:00.000000,A012,72
2019-02-08 20:00:00.000000,A012,86
2019-02-08 21:00:00.000000,A012,80
2019-02-08 22:00:00.000000,A012,88
2019-02-08 23:00:00.000000,A012,92
2019-02-09 00:00:00.000000,A012,89
2019-02-09 01:00:00.000000,A012,91
2019-02-09 02:00:00.000000,A012,89
2019-02-09 03:00:00.000000,A012,88
2019-02-09 04:00:00.000000,A012,88
2019-02-09 05:00:00.000000,A012,84
2019-02-09 06:00:00.000000,A012,87
2019-02-09 07:00:00.000000,A012,91
2019-02-09 08:00:00.000000,A012,93
2019-02-09 09:00:00.000000,A012,94
2019-02-09 10:00:00.000000,A012,89
2019-02-09 11:00:00.000000,A012,79
2019-02-09 12:00:00.000000,A012,69
2019-02-09 13:00:00.000000,A012,66
2019-02-09 14:00:00.000000,A012,60
2019-02-09 15:00:00.000000,A012,55
2019-02-09 16:00:00.000000,A012,47
2019-02-09 17:00:00.000000,A012,53
2019-02-09 18:00:00.000000,A012,50
2019-02-09 19:00:00.000000,A012,75
2019-02-09 20:00:00.000000,A012,70
2019-02-09 21:00:00.000000,A012,76
2019-02-09 22:00:00.000000,A012,78
2019-02-09 23:00:00.000000,A012,75
2019-02-10 00:00:00.000000,A012,79
2019-02-10 01:00:00.000000,A012,81
2019-02-10 02:00:00.000000,A012,83
2019-02-10 03:00:00.000000,A012,85
2019-02-10 04:00:00.000000,A012,87
2019-01-10 22:00:00.000000,A012,76
2019-01-10 23:00:00.000000,A012,74
2019-01-11 00:00:00.000000,A012,79
2019-01-11 01:00:00.000000,A012,79
2019-01-11 02:00:00.000000,A012,83
2019-01-11 03:00:00.000000,A012,80
2019-01-11 04:00:00.000000,A012,84
2019-01-11 05:00:00.000000,A012,85
2019-01-11 06:00:00.000000,A012,86
2019-01-11 07:00:00.000000,A012,82
2019-01-11 08:00:00.000000,A012,84
2019-01-11 09:00:00.000000,A012,88
2019-01-11 10:00:00.000000,A012,88
2019-01-11 11:00:00.000000,A012,83
2019-01-11 12:00:00.000000,A012,81
2019-01-11 13:00:00.000000,A012,69
2019-01-11 14:00:00.000000,A012,71
2019-01-11 15:00:00.000000,A012,59
2019-01-11 16:00:00.000000,A012,78
2019-01-11 17:00:00.000000,A012,69
2019-01-11 18:00:00.000000,A012,61
2019-01-11 19:00:00.000000,A012,59
2019-01-11 20:00:00.000000,A012,59
2019-01-11 21:00:00.000000,A012,65
2019-01-11 22:00:00.000000,A012,70
2019-01-11 23:00:00.000000,A012,78
2019-01-12 00:00:00.000000,A012,80
2019-01-12 01:00:00.000000,A012,82
2019-01-12 02:00:00.000000,A012,86
2019-01-12 03:00:00.000000,A012,88
2019-01-12 04:00:00.000000,A012,88
2019-01-12 05:00:00.000000,A012,89
2019-01-12 06:00:00.000000,A012,90
2019-01-12 07:00:00.000000,A012,91
2019-01-12 08:00:00.000000,A012,93
2019-01-12 09:00:00.000000,A012,94
2019-01-12 10:00:00.000000,A012,94
2019-02-10 05:00:00.000000,A012,91
2019-02-10 06:00:00.000000,A012,89
2019-02-10 07:00:00.000000,A012,91
2019-02-10 08:00:00.000000,A012,91
2019-02-10 09:00:00.000000,A012,92
2019-02-10 10:00:00.000000,A012,94
2019-02-10 11:00:00.000000,A012,84
2019-02-10 12:00:00.000000,A012,81
2019-02-10 13:00:00.000000,A012,70
2019-02-10 14:00:00.000000,A012,76
2019-02-10 15:00:00.000000,A012,72
2019-02-10 16:00:00.000000,A012,69
2019-02-10 17:00:00.000000,A012,68
2019-02-10 18:00:00.000000,A012,79
2019-02-10 19:00:00.000000,A012,76
2019-02-10 20:00:00.000000,A012,76
2019-02-10 21:00:00.000000,A012,68
2019-02-10 22:00:00.000000,A012,73
2019-02-10 23:00:00.000000,A012,77
2019-02-11 00:00:00.000000,A012,79
2019-02-11 01:00:00.000000,A012,80
2019-02-11 02:00:00.000000,A012,83
2019-02-11 03:00:00.000000,A012,85
2019-02-11 04:00:00.000000,A012,89
2019-02-11 05:00:00.000000,A012,89
2019-02-11 06:00:00.000000,A012,86
2019-02-11 07:00:00.000000,A012,85
2019-02-11 08:00:00.000000,A012,87
2019-02-11 09:00:00.000000,A012,87
2019-02-11 10:00:00.000000,A012,86
2019-02-11 11:00:00.000000,A012,75
2019-02-11 12:00:00.000000,A012,62
2019-02-11 13:00:00.000000,A012,60
2019-02-11 14:00:00.000000,A012,56
2019-02-11 15:00:00.000000,A012,51
2019-02-11 16:00:00.000000,A012,45
2019-02-11 17:00:00.000000,A012,45
2019-01-12 11:00:00.000000,A012,89
2019-01-12 12:00:00.000000,A012,71
2019-01-12 13:00:00.000000,A012,63
2019-01-12 14:00:00.000000,A012,59
2019-01-12 15:00:00.000000,A012,55
2019-01-12 16:00:00.000000,A012,55
2019-01-12 17:00:00.000000,A012,50
2019-01-12 18:00:00.000000,A012,71
2019-01-12 19:00:00.000000,A012,92
2019-01-12 20:00:00.000000,A012,87
2019-01-12 21:00:00.000000,A012,87
2019-01-12 22:00:00.000000,A012,81
2019-01-12 23:00:00.000000,A012,87
2019-01-13 00:00:00.000000,A012,84
2019-01-13 01:00:00.000000,A012,83
2019-01-13 02:00:00.000000,A012,84
2019-01-13 03:00:00.000000,A012,92
2019-01-13 04:00:00.000000,A012,95
2019-01-13 05:00:00.000000,A012,95
2019-01-13 06:00:00.000000,A012,92
2019-01-13 07:00:00.000000,A012,88
2019-01-13 08:00:00.000000,A012,87
2019-01-13 09:00:00.000000,A012,89
2019-01-13 10:00:00.000000,A012,90
2019-01-13 11:00:00.000000,A012,84
2019-01-13 12:00:00.000000,A012,71
2019-01-13 13:00:00.000000,A012,64
2019-01-13 14:00:00.000000,A012,58
2019-01-13 15:00:00.000000,A012,54
2019-01-13 16:00:00.000000,A012,53
2019-01-13 17:00:00.000000,A012,49
2019-01-13 18:00:00.000000,A012,44
2019-01-13 19:00:00.000000,A012,44
2019-01-13 20:00:00.000000,A012,49
2019-01-13 21:00:00.000000,A012,49
2019-01-13 22:00:00.000000,A012,58
2019-01-13 23:00:00.000000,A012,61
2019-02-11 18:00:00.000000,A012,49
2019-02-11 19:00:00.000000,A012,57
2019-02-11 20:00:00.000000,A012,71
2019-02-11 21:00:00.000000,A012,74
2019-02-11 22:00:00.000000,A012,79
2019-02-11 23:00:00.000000,A012,83
2019-02-12 00:00:00.000000,A012,87
2019-02-12 01:00:00.000000,A012,89
2019-02-12 02:00:00.000000,A012,88
2019-02-12 03:00:00.000000,A012,89
2019-02-12 04:00:00.000000,A012,90
2019-02-12 05:00:00.000000,A012,90
2019-02-12 06:00:00.000000,A012,92
2019-02-12 07:00:00.000000,A012,94
2019-02-12 08:00:00.000000,A012,94
2019-02-12 09:00:00.000000,A012,93
2019-02-12 10:00:00.000000,A012,94
2019-02-12 11:00:00.000000,A012,94
2019-02-12 12:00:00.000000,A012,84
2019-02-12 13:00:00.000000,A012,67
2019-02-12 14:00:00.000000,A012,52
2019-02-12 15:00:00.000000,A012,46
2019-02-12 16:00:00.000000,A012,47
2019-02-12 17:00:00.000000,A012,44
2019-02-12 18:00:00.000000,A012,41
2019-02-12 19:00:00.000000,A012,39
2019-02-12 20:00:00.000000,A012,67
2019-02-12 21:00:00.000000,A012,72
2019-02-12 22:00:00.000000,A012,75
2019-02-12 23:00:00.000000,A012,80
2019-02-13 00:00:00.000000,A012,81
2019-02-13 01:00:00.000000,A012,78
2019-02-13 02:00:00.000000,A012,82
2019-02-13 03:00:00.000000,A012,84
2019-02-13 04:00:00.000000,A012,87
2019-02-13 05:00:00.000000,A012,89
2019-02-13 06:00:00.000000,A012,92
2019-01-14 00:00:00.000000,A012,67
2019-01-14 01:00:00.000000,A012,76
2019-01-14 02:00:00.000000,A012,77
2019-01-14 03:00:00.000000,A012,75
2019-01-14 04:00:00.000000,A012,84
2019-01-14 05:00:00.000000,A012,82
2019-01-14 06:00:00.000000,A012,85
2019-01-14 07:00:00.000000,A012,84
2019-01-14 08:00:00.000000,A012,88
2019-01-14 09:00:00.000000,A012,88
2019-01-14 10:00:00.000000,A012,82
2019-01-14 11:00:00.000000,A012,77
2019-01-14 12:00:00.000000,A012,65
2019-01-14 13:00:00.000000,A012,55
2019-01-14 14:00:00.000000,A012,48
2019-01-14 15:00:00.000000,A012,50
2019-01-14 16:00:00.000000,A012,42
2019-01-14 17:00:00.000000,A012,41
2019-01-14 18:00:00.000000,A012,39
2019-01-14 19:00:00.000000,A012,33
2019-01-14 20:00:00.000000,A012,34
2019-01-14 21:00:00.000000,A012,39
2019-01-14 22:00:00.000000,A012,48
2019-01-14 23:00:00.000000,A012,53
2019-01-15 00:00:00.000000,A012,60
2019-01-15 01:00:00.000000,A012,60
2019-01-15 02:00:00.000000,A012,61
2019-01-15 03:00:00.000000,A012,63
2019-01-15 04:00:00.000000,A012,61
2019-01-15 05:00:00.000000,A012,68
2019-01-15 06:00:00.000000,A012,68
2019-01-15 07:00:00.000000,A012,78
2019-01-15 08:00:00.000000,A012,77
2019-01-15 09:00:00.000000,A012,69
2019-01-15 10:00:00.000000,A012,86
2019-01-15 11:00:00.000000,A012,71
2019-01-15 12:00:00.000000,A012,55
2019-02-13 07:00:00.000000,A012,94
2019-02-13 08:00:00.000000,A012,95
2019-02-13 09:00:00.000000,A012,94
2019-02-13 10:00:00.000000,A012,93
2019-02-13 11:00:00.000000,A012,89
2019-02-13 12:00:00.000000,A012,79
2019-02-13 13:00:00.000000,A012,69
2019-02-13 14:00:00.000000,A012,54
2019-02-13 15:00:00.000000,A012,49
2019-02-13 16:00:00.000000,A012,43
2019-02-13 17:00:00.000000,A012,36
2019-02-13 18:00:00.000000,A012,38
2019-02-13 19:00:00.000000,A012,37
2019-02-13 20:00:00.000000,A012,44
2019-02-13 21:00:00.000000,A012,57
2019-02-13 22:00:00.000000,A012,71
2019-02-13 23:00:00.000000,A012,69
2019-02-14 00:00:00.000000,A012,76
2019-02-14 01:00:00.000000,A012,81
2019-02-14 02:00:00.000000,A012,81
2019-02-14 03:00:00.000000,A012,84
2019-02-14 04:00:00.000000,A012,84
2019-02-14 05:00:00.000000,A012,82
2019-02-14 06:00:00.000000,A012,87
2019-02-14 07:00:00.000000,A012,85
2019-02-14 08:00:00.000000,A012,81
2019-02-14 09:00:00.000000,A012,84
2019-02-14 10:00:00.000000,A012,80
2019-02-14 11:00:00.000000,A012,72
2019-02-14 12:00:00.000000,A012,66
2019-02-14 13:00:00.000000,A012,60
2019-02-14 14:00:00.000000,A012,55
2019-02-14 15:00:00.000000,A012,55
2019-02-14 16:00:00.000000,A012,58
2019-02-14 17:00:00.000000,A012,39
2019-02-14 18:00:00.000000,A012,40
2019-02-14 19:00:00.000000,A012,43
2019-01-15 13:00:00.000000,A012,55
2019-01-15 14:00:00.000000,A012,47
2019-01-15 15:00:00.000000,A012,42
2019-01-15 16:00:00.000000,A012,38
2019-01-15 17:00:00.000000,A012,39
2019-01-15 18:00:00.000000,A012,40
2019-01-15 19:00:00.000000,A012,36
2019-01-15 20:00:00.000000,A012,35
2019-01-15 21:00:00.000000,A012,39
2019-01-15 22:00:00.000000,A012,48
2019-01-15 23:00:00.000000,A012,52
2019-02-14 20:00:00.000000,A012,47
2019-02-14 21:00:00.000000,A012,65
2019-02-14 22:00:00.000000,A012,60
2019-02-14 23:00:00.000000,A012,71
2019-02-15 00:00:00.000000,A012,74
2019-02-15 01:00:00.000000,A012,87
2019-02-15 02:00:00.000000,A012,90
2019-02-15 03:00:00.000000,A012,93
2019-02-15 04:00:00.000000,A012,92
2019-02-15 05:00:00.000000,A012,91
2019-02-15 06:00:00.000000,A012,93
2019-02-15 07:00:00.000000,A012,94
2019-02-15 08:00:00.000000,A012,95
2019-02-15 09:00:00.000000,A012,95
2019-02-15 10:00:00.000000,A012,95
2019-02-15 11:00:00.000000,A012,95
2019-02-15 12:00:00.000000,A012,84
2019-02-15 13:00:00.000000,A012,73
2019-02-15 14:00:00.000000,A012,64
2019-02-15 15:00:00.000000,A012,60
2019-02-15 16:00:00.000000,A012,53
2019-02-15 17:00:00.000000,A012,59
2019-02-15 18:00:00.000000,A012,52
2019-02-15 19:00:00.000000,A012,60
2019-02-15 20:00:00.000000,A012,63
2019-02-15 21:00:00.000000,A012,67
2019-02-15 22:00:00.000000,A012,73
2019-02-15 23:00:00.000000,A012,68
2019-02-16 00:00:00.000000,A012,68
2019-02-16 01:00:00.000000,A012,75
2019-02-16 02:00:00.000000,A012,75
2019-02-16 03:00:00.000000,A012,77
2019-02-16 04:00:00.000000,A012,81
2019-02-16 05:00:00.000000,A012,88
2019-02-16 06:00:00.000000,A012,88
2019-02-16 07:00:00.000000,A012,89
2019-02-16 08:00:00.000000,A012,88
2019-02-16 09:00:00.000000,A012,87
2019-02-16 10:00:00.000000,A012,85
2019-02-16 11:00:00.000000,A012,84
2019-02-16 12:00:00.000000,A012,72
2019-02-16 13:00:00.000000,A012,69
2019-02-16 14:00:00.000000,A012,67
2019-02-16 15:00:00.000000,A012,59
2019-02-16 16:00:00.000000,A012,57
2019-02-16 17:00:00.000000,A012,55
2019-02-16 18:00:00.000000,A012,70
2019-02-16 19:00:00.000000,A012,85
2019-02-16 20:00:00.000000,A012,78
2019-02-16 21:00:00.000000,A012,85
2019-02-16 22:00:00.000000,A012,87
2019-02-16 23:00:00.000000,A012,90
2019-01-23 00:00:00.000000,A036,63
2019-01-23 01:00:00.000000,A036,64
2019-01-23 02:00:00.000000,A036,63
2019-01-23 03:00:00.000000,A036,62
2019-01-23 04:00:00.000000,A036,65
2019-01-23 05:00:00.000000,A036,64
2019-01-23 06:00:00.000000,A036,65
2019-01-23 07:00:00.000000,A036,72
2019-01-23 08:00:00.000000,A036,75
2019-01-23 09:00:00.000000,A036,80
2019-01-23 10:00:00.000000,A036,73
2019-01-23 11:00:00.000000,A036,57
2019-01-23 12:00:00.000000,A036,55
2019-01-23 13:00:00.000000,A036,46
2019-01-23 14:00:00.000000,A036,44
2019-01-23 15:00:00.000000,A036,39
2019-01-23 16:00:00.000000,A036,38
2019-01-23 17:00:00.000000,A036,41
2019-01-23 18:00:00.000000,A036,39
2019-01-23 19:00:00.000000,A036,38
2019-01-23 20:00:00.000000,A036,42
2019-01-23 21:00:00.000000,A036,46
2019-01-23 22:00:00.000000,A036,56
2019-01-23 23:00:00.000000,A036,60
2019-01-24 00:00:00.000000,A036,61
2019-01-24 01:00:00.000000,A036,62
2019-01-24 02:00:00.000000,A036,63
2019-01-24 03:00:00.000000,A036,65
2019-01-24 04:00:00.000000,A036,64
2019-01-24 05:00:00.000000,A036,64
2019-01-24 06:00:00.000000,A036,62
2019-01-24 07:00:00.000000,A036,58
2019-01-24 08:00:00.000000,A036,63
2019-01-24 09:00:00.000000,A036,68
2019-01-24 10:00:00.000000,A036,61
2019-01-24 11:00:00.000000,A036,55
2019-01-24 12:00:00.000000,A036,50
2019-01-24 13:00:00.000000,A036,50
2019-01-24 14:00:00.000000,A036,44
2019-01-24 15:00:00.000000,A036,42
2019-01-24 16:00:00.000000,A036,37
2019-01-24 17:00:00.000000,A036,35
2019-01-24 18:00:00.000000,A036,32
2019-01-24 19:00:00.000000,A036,36
2019-01-24 20:00:00.000000,A036,32
2019-01-24 21:00:00.000000,A036,38
2019-01-24 22:00:00.000000,A036,45
2019-01-24 23:00:00.000000,A036,49
2019-01-25 00:00:00.000000,A036,52
2019-01-25 01:00:00.000000,A036,53
2019-01-25 02:00:00.000000,A036,51
2019-01-25 03:00:00.000000,A036,52
2019-01-25 04:00:00.000000,A036,52
2019-01-25 05:00:00.000000,A036,47
2019-01-25 06:00:00.000000,A036,55
2019-01-25 07:00:00.000000,A036,57
2019-01-25 08:00:00.000000,A036,65
2019-01-25 09:00:00.000000,A036,74
2019-01-25 10:00:00.000000,A036,77
2019-01-25 11:00:00.000000,A036,69
2019-01-25 12:00:00.000000,A036,58
2019-01-25 13:00:00.000000,A036,53
2019-01-25 14:00:00.000000,A036,48
2019-01-25 15:00:00.000000,A036,49
2019-01-25 16:00:00.000000,A036,47
