hr_medicao,cdg_stacao,vento_direcao
2019-02-01 00:00:00.000000,A012,104
2019-02-01 01:00:00.000000,A012,116
2019-02-01 02:00:00.000000,A012,93
2019-02-01 03:00:00.000000,A012,132
2019-02-01 04:00:00.000000,A012,127
2019-02-01 05:00:00.000000,A012,13
2019-02-01 06:00:00.000000,A012,4
2019-02-01 07:00:00.000000,A012,358
2019-02-01 08:00:00.000000,A012,70
2019-02-01 09:00:00.000000,A012,32
2019-02-01 10:00:00.000000,A012,344
2019-02-01 11:00:00.000000,A012,60
2019-02-01 12:00:00.000000,A012,68
2019-02-01 13:00:00.000000,A012,75
2019-02-01 14:00:00.000000,A012,64
2019-02-01 15:00:00.000000,A012,58
2019-02-01 16:00:00.000000,A012,71
2019-02-01 17:00:00.000000,A012,61
2019-02-01 18:00:00.000000,A012,76
2019-02-01 19:00:00.000000,A012,80
2019-02-01 20:00:00.000000,A012,59
2019-02-01 21:00:00.000000,A012,122
2019-02-01 22:00:00.000000,A012,108
2019-02-01 23:00:00.000000,A012,105
2019-02-02 00:00:00.000000,A012,88
2019-02-02 01:00:00.000000,A012,118
2019-02-02 02:00:00.000000,A012,91
2019-02-02 03:00:00.000000,A012,121
2019-02-02 04:00:00.000000,A012,42
2019-02-02 05:00:00.000000,A012,45
2019-02-02 06:00:00.000000,A012,346
2019-02-02 07:00:00.000000,A012,328
2019-02-02 08:00:00.000000,A012,339
2019-02-02 09:00:00.000000,A012,187
2019-02-02 10:00:00.000000,A012,71
2019-02-02 11:00:00.000000,A012,90
2019-03-05 11:00:00.000000,A012,116
2019-03-05 12:00:00.000000,A012,135
2019-03-05 13:00:00.000000,A012,81
2019-03-05 14:00:00.000000,A012,85
2019-03-05 15:00:00.000000,A012,87
2019-03-05 16:00:00.000000,A012,99
2019-03-05 17:00:00.000000,A012,105
2019-03-05 18:00:00.000000,A012,104
2019-03-05 19:00:00.000000,A012,3
2019-03-05 20:00:00.000000,A012,264
2019-03-05 21:00:00.000000,A012,340
2019-03-05 22:00:00.000000,A012,241
2019-03-05 23:00:00.000000,A012,324
2019-03-06 00:00:00.000000,A012,345
2019-03-06 01:00:00.000000,A012,36
2019-03-06 02:00:00.000000,A012,360
2019-03-06 03:00:00.000000,A012,34
2019-03-06 04:00:00.000000,A012,101
2019-03-06 05:00:00.000000,A012,335
2019-03-06 06:00:00.000000,A012,18
2019-03-06 07:00:00.000000,A012,9
2019-03-06 08:00:00.000000,A012,75
2019-03-06 09:00:00.000000,A012,170
2019-03-06 10:00:00.000000,A012,124
2019-03-06 11:00:00.000000,A012,150
2019-03-06 12:00:00.000000,A012,130
2019-03-06 13:00:00.000000,A012,117
2019-03-06 14:00:00.000000,A012,96
2019-03-06 15:00:00.000000,A012,88
2019-03-06 16:00:00.000000,A012,68
2019-03-06 17:00:00.000000,A012,48
2019-03-06 18:00:00.000000,A012,98
2019-03-06 19:00:00.000000,A012,275
2019-03-06 20:00:00.000000,A012,27
2019-03-06 21:00:00.000000,A012,30
2019-03-06 22:00:00.000000,A012,72
2019-03-06 23:00:00.000000,A012,65
2019-02-02 12:00:00.000000,A012,118
2019-02-02 13:00:00.000000,A012,105
2019-02-02 14:00:00.000000,A012,49
2019-02-02 15:00:00.000000,A012,67
2019-02-02 16:00:00.000000,A012,116
2019-02-02 17:00:00.000000,A012,105
2019-02-02 18:00:00.000000,A012,194
2019-02-02 19:00:00.000000,A012,150
2019-02-02 20:00:00.000000,A012,164
2019-02-02 21:00:00.000000,A012,119
2019-02-02 22:00:00.000000,A012,108
2019-02-02 23:00:00.000000,A012,67
2019-02-03 00:00:00.000000,A012,59
2019-02-03 01:00:00.000000,A012,60
2019-02-03 02:00:00.000000,A012,78
2019-02-03 03:00:00.000000,A012,266
2019-02-03 04:00:00.000000,A012,290
2019-02-03 05:00:00.000000,A012,274
2019-02-03 06:00:00.000000,A012,281
2019-02-03 07:00:00.000000,A012,301
2019-02-03 08:00:00.000000,A012,311
2019-02-03 09:00:00.000000,A012,234
2019-02-03 10:00:00.000000,A012,265
2019-02-03 11:00:00.000000,A012,289
2019-02-03 12:00:00.000000,A012,226
2019-02-03 13:00:00.000000,A012,158
2019-02-03 14:00:00.000000,A012,155
2019-02-03 15:00:00.000000,A012,159
2019-02-03 16:00:00.000000,A012,151
2019-02-03 17:00:00.000000,A012,130
2019-02-03 18:00:00.000000,A012,115
2019-02-03 19:00:00.000000,A012,130
2019-02-03 20:00:00.000000,A012,100
2019-02-03 21:00:00.000000,A012,114
2019-02-03 22:00:00.000000,A012,58
2019-02-03 23:00:00.000000,A012,168
2019-02-04 00:00:00.000000,A012,94
2019-03-07 00:00:00.000000,A012,54
2019-03-07 01:00:00.000000,A012,66
2019-03-07 02:00:00.000000,A012,32
2019-03-07 03:00:00.000000,A012,28
2019-03-07 04:00:00.000000,A012,320
2019-03-07 05:00:00.000000,A012,174
2019-03-07 06:00:00.000000,A012,182
2019-03-07 07:00:00.000000,A012,107
2019-03-07 08:00:00.000000,A012,44
2019-03-07 09:00:00.000000,A012,161
2019-03-07 10:00:00.000000,A012,81
2019-03-07 11:00:00.000000,A012,102
2019-03-07 12:00:00.000000,A012,96
2019-03-07 13:00:00.000000,A012,67
2019-03-07 14:00:00.000000,A012,49
2019-03-07 15:00:00.000000,A012,85
2019-03-07 16:00:00.000000,A012,57
2019-03-07 17:00:00.000000,A012,37
2019-03-07 18:00:00.000000,A012,323
2019-03-07 19:00:00.000000,A012,146
2019-03-07 20:00:00.000000,A012,87
2019-03-07 21:00:00.000000,A012,174
2019-03-07 22:00:00.000000,A012,76
2019-03-07 23:00:00.000000,A012,3
2019-03-08 00:00:00.000000,A012,232
2019-03-08 01:00:00.000000,A012,126
2019-03-08 02:00:00.000000,A012,153
2019-03-08 03:00:00.000000,A012,174
2019-03-08 04:00:00.000000,A012,255
2019-03-08 05:00:00.000000,A012,217
2019-03-08 06:00:00.000000,A012,172
2019-03-08 07:00:00.000000,A012,161
2019-03-08 08:00:00.000000,A012,134
2019-03-08 09:00:00.000000,A012,92
2019-03-08 10:00:00.000000,A012,83
2019-03-08 11:00:00.000000,A012,113
2019-03-08 12:00:00.000000,A012,107
2019-02-04 01:00:00.000000,A012,76
2019-02-04 02:00:00.000000,A012,118
2019-02-04 03:00:00.000000,A012,282
2019-02-04 04:00:00.000000,A012,247
2019-02-04 05:00:00.000000,A012,328
2019-02-04 06:00:00.000000,A012,261
2019-02-04 07:00:00.000000,A012,272
2019-02-04 08:00:00.000000,A012,260
2019-02-04 09:00:00.000000,A012,258
2019-02-04 10:00:00.000000,A012,226
2019-02-04 11:00:00.000000,A012,184
2019-02-04 12:00:00.000000,A012,164
2019-02-04 13:00:00.000000,A012,153
2019-02-04 14:00:00.000000,A012,150
2019-02-04 15:00:00.000000,A012,142
2019-02-04 16:00:00.000000,A012,122
2019-02-04 17:00:00.000000,A012,149
2019-02-04 18:00:00.000000,A012,174
2019-02-04 19:00:00.000000,A012,181
2019-02-04 20:00:00.000000,A012,182
2019-02-04 21:00:00.000000,A012,315
2019-02-04 22:00:00.000000,A012,297
2019-02-04 23:00:00.000000,A012,287
2019-02-05 00:00:00.000000,A012,117
2019-02-05 01:00:00.000000,A012,134
2019-02-05 02:00:00.000000,A012,150
2019-02-05 03:00:00.000000,A012,193
2019-02-05 04:00:00.000000,A012,123
2019-02-05 05:00:00.000000,A012,187
2019-02-05 06:00:00.000000,A012,85
2019-02-05 07:00:00.000000,A012,125
2019-02-05 08:00:00.000000,A012,315
2019-02-05 09:00:00.000000,A012,303
2019-02-05 10:00:00.000000,A012,256
2019-02-05 11:00:00.000000,A012,78
2019-02-05 12:00:00.000000,A012,87
2019-02-05 13:00:00.000000,A012,110
2019-03-08 13:00:00.000000,A012,77
2019-03-08 14:00:00.000000,A012,94
2019-03-08 15:00:00.000000,A012,92
2019-03-08 16:00:00.000000,A012,49
2019-03-08 17:00:00.000000,A012,97
2019-03-08 18:00:00.000000,A012,94
2019-03-08 19:00:00.000000,A012,104
2019-03-08 20:00:00.000000,A012,50
2019-03-08 21:00:00.000000,A012,115
2019-03-08 22:00:00.000000,A012,91
2019-03-08 23:00:00.000000,A012,145
2019-03-09 00:00:00.000000,A012,136
2019-03-09 01:00:00.000000,A012,5
2019-03-09 02:00:00.000000,A012,311
2019-03-09 03:00:00.000000,A012,196
2019-03-09 04:00:00.000000,A012,217
2019-03-09 05:00:00.000000,A012,174
2019-03-09 06:00:00.000000,A012,210
2019-03-09 07:00:00.000000,A012,161
2019-03-09 08:00:00.000000,A012,214
2019-03-09 09:00:00.000000,A012,203
2019-03-09 10:00:00.000000,A012,163
2019-03-09 11:00:00.000000,A012,114
2019-03-09 12:00:00.000000,A012,133
2019-03-09 13:00:00.000000,A012,120
2019-03-09 14:00:00.000000,A012,105
2019-03-09 15:00:00.000000,A012,77
2019-03-09 16:00:00.000000,A012,84
2019-03-09 17:00:00.000000,A012,89
2019-03-09 18:00:00.000000,A012,137
2019-03-09 19:00:00.000000,A012,108
2019-03-09 20:00:00.000000,A012,106
2019-03-09 21:00:00.000000,A012,65
2019-03-09 22:00:00.000000,A012,91
2019-03-09 23:00:00.000000,A012,83
2019-02-05 14:00:00.000000,A012,119
2019-02-05 15:00:00.000000,A012,81
2019-02-05 16:00:00.000000,A012,89
2019-02-05 17:00:00.000000,A012,108
2019-02-05 18:00:00.000000,A012,105
2019-02-05 19:00:00.000000,A012,323
2019-02-05 20:00:00.000000,A012,32
2019-02-05 21:00:00.000000,A012,22
2019-02-05 22:00:00.000000,A012,49
2019-02-05 23:00:00.000000,A012,35
2019-02-06 00:00:00.000000,A012,34
2019-02-06 01:00:00.000000,A012,16
2019-02-06 02:00:00.000000,A012,20
2019-02-06 03:00:00.000000,A012,277
2019-02-06 04:00:00.000000,A012,141
2019-02-06 05:00:00.000000,A012,204
2019-02-06 06:00:00.000000,A012,162
2019-02-06 07:00:00.000000,A012,143
2019-02-06 08:00:00.000000,A012,127
2019-02-06 09:00:00.000000,A012,184
2019-02-06 10:00:00.000000,A012,132
2019-02-06 11:00:00.000000,A012,245
2019-02-06 12:00:00.000000,A012,209
2019-02-06 13:00:00.000000,A012,280
2019-02-06 14:00:00.000000,A012,288
2019-02-06 15:00:00.000000,A012,253
2019-02-06 16:00:00.000000,A012,229
2019-02-06 17:00:00.000000,A012,187
2019-02-06 18:00:00.000000,A012,358
2019-02-06 19:00:00.000000,A012,4
2019-02-06 20:00:00.000000,A012,32
2019-02-06 21:00:00.000000,A012,73
2019-02-06 22:00:00.000000,A012,355
2019-02-06 23:00:00.000000,A012,2
2019-02-07 00:00:00.000000,A012,87
2019-02-07 01:00:00.000000,A012,99
2019-02-07 02:00:00.000000,A012,172
2019-01-09 00:00:00.000000,A012,55
2019-01-09 01:00:00.000000,A012,61
2019-01-09 02:00:00.000000,A012,59
2019-01-09 03:00:00.000000,A012,41
2019-01-09 04:00:00.000000,A012,36
2019-01-09 05:00:00.000000,A012,44
2019-01-09 06:00:00.000000,A012,74
2019-01-09 07:00:00.000000,A012,24
2019-01-09 08:00:00.000000,A012,69
2019-02-07 03:00:00.000000,A012,51
2019-02-07 04:00:00.000000,A012,9
2019-02-07 05:00:00.000000,A012,308
2019-02-07 06:00:00.000000,A012,49
2019-02-07 07:00:00.000000,A012,110
2019-02-07 08:00:00.000000,A012,1
2019-02-07 09:00:00.000000,A012,25
2019-02-07 10:00:00.000000,A012,29
2019-02-07 11:00:00.000000,A012,52
2019-02-07 12:00:00.000000,A012,1
2019-02-07 13:00:00.000000,A012,315
2019-02-07 14:00:00.000000,A012,274
2019-02-07 15:00:00.000000,A012,343
2019-02-07 16:00:00.000000,A012,340
2019-02-07 17:00:00.000000,A012,335
2019-02-07 18:00:00.000000,A012,251
2019-02-07 19:00:00.000000,A012,249
2019-02-07 20:00:00.000000,A012,184
2019-02-07 21:00:00.000000,A012,175
2019-02-07 22:00:00.000000,A012,181
2019-02-07 23:00:00.000000,A012,13
2019-02-08 00:00:00.000000,A012,60
2019-02-08 01:00:00.000000,A012,65
2019-02-08 02:00:00.000000,A012,35
2019-02-08 03:00:00.000000,A012,44
2019-02-08 04:00:00.000000,A012,18
2019-02-08 05:00:00.000000,A012,51
2019-02-08 06:00:00.000000,A012,61
2019-02-08 07:00:00.000000,A012,172
2019-02-08 08:00:00.000000,A012,31
2019-02-08 09:00:00.000000,A012,262
2019-02-08 10:00:00.000000,A012,101
2019-02-08 11:00:00.000000,A012,157
2019-02-08 12:00:00.000000,A012,343
2019-02-08 13:00:00.000000,A012,328
2019-02-08 14:00:00.000000,A012,337
2019-02-08 15:00:00.000000,A012,320
2019-01-09 09:00:00.000000,A012,59
2019-01-09 10:00:00.000000,A012,59
2019-01-09 11:00:00.000000,A012,62
2019-01-09 12:00:00.000000,A012,75
2019-01-09 13:00:00.000000,A012,58
2019-01-09 14:00:00.000000,A012,72
2019-01-09 15:00:00.000000,A012,69
2019-01-09 16:00:00.000000,A012,89
2019-01-09 17:00:00.000000,A012,77
2019-01-09 18:00:00.000000,A012,92
2019-01-09 19:00:00.000000,A012,104
2019-01-09 20:00:00.000000,A012,94
2019-01-09 21:00:00.000000,A012,116
2019-01-09 22:00:00.000000,A012,107
2019-01-09 23:00:00.000000,A012,96
2019-01-10 00:00:00.000000,A012,88
2019-01-10 01:00:00.000000,A012,73
2019-01-10 02:00:00.000000,A012,145
2019-01-10 03:00:00.000000,A012,172
2019-01-10 04:00:00.000000,A012,141
2019-01-10 05:00:00.000000,A012,132
2019-01-10 06:00:00.000000,A012,113
2019-01-10 07:00:00.000000,A012,100
2019-01-10 08:00:00.000000,A012,94
2019-01-10 09:00:00.000000,A012,124
2019-01-10 10:00:00.000000,A012,96
2019-01-10 11:00:00.000000,A012,83
2019-01-10 12:00:00.000000,A012,71
2019-01-10 13:00:00.000000,A012,83
2019-01-10 14:00:00.000000,A012,68
2019-01-10 15:00:00.000000,A012,63
2019-01-10 16:00:00.000000,A012,66
2019-01-10 17:00:00.000000,A012,81
2019-01-10 18:00:00.000000,A012,99
2019-01-10 19:00:00.000000,A012,59
2019-01-10 20:00:00.000000,A012,16
2019-01-10 21:00:00.000000,A012,2
2019-02-08 16:00:00.000000,A012,283
2019-02-08 17:00:00.000000,A012,298
2019-02-08 18:00:00.000000,A012,288
2019-02-08 19:00:00.000000,A012,117
2019-02-08 20:00:00.000000,A012,262
2019-02-08 21:00:00.000000,A012,100
2019-02-08 22:00:00.000000,A012,157
2019-02-08 23:00:00.000000,A012,107
2019-02-09 00:00:00.000000,A012,170
2019-02-09 01:00:00.000000,A012,188
2019-02-09 02:00:00.000000,A012,84
2019-02-09 03:00:00.000000,A012,52
2019-02-09 04:00:00.000000,A012,7
2019-02-09 05:00:00.000000,A012,342
2019-02-09 06:00:00.000000,A012,26
2019-02-09 07:00:00.000000,A012,170
2019-02-09 08:00:00.000000,A012,149
2019-02-09 09:00:00.000000,A012,107
2019-02-09 10:00:00.000000,A012,149
2019-02-09 11:00:00.000000,A012,93
2019-02-09 12:00:00.000000,A012,57
2019-02-09 13:00:00.000000,A012,54
2019-02-09 14:00:00.000000,A012,52
2019-02-09 15:00:00.000000,A012,117
2019-02-09 16:00:00.000000,A012,79
2019-02-09 17:00:00.000000,A012,126
2019-02-09 18:00:00.000000,A012,135
2019-02-09 19:00:00.000000,A012,108
2019-02-09 20:00:00.000000,A012,82
2019-02-09 21:00:00.000000,A012,13
2019-02-09 22:00:00.000000,A012,355
2019-02-09 23:00:00.000000,A012,13
2019-02-10 00:00:00.000000,A012,329
2019-02-10 01:00:00.000000,A012,25
2019-02-10 02:00:00.000000,A012,22
2019-02-10 03:00:00.000000,A012,56
2019-02-10 04:00:00.000000,A012,63
2019-01-10 22:00:00.000000,A012,23
2019-01-10 23:00:00.000000,A012,29
2019-01-11 00:00:00.000000,A012,1
2019-01-11 01:00:00.000000,A012,44
2019-01-11 02:00:00.000000,A012,61
2019-01-11 03:00:00.000000,A012,22
2019-01-11 04:00:00.000000,A012,319
2019-01-11 05:00:00.000000,A012,19
2019-01-11 06:00:00.000000,A012,46
2019-01-11 07:00:00.000000,A012,69
2019-01-11 08:00:00.000000,A012,16
2019-01-11 09:00:00.000000,A012,179
2019-01-11 10:00:00.000000,A012,138
2019-01-11 11:00:00.000000,A012,39
2019-01-11 12:00:00.000000,A012,41
2019-01-11 13:00:00.000000,A012,40
2019-01-11 14:00:00.000000,A012,10
2019-01-11 15:00:00.000000,A012,316
2019-01-11 16:00:00.000000,A012,296
2019-01-11 17:00:00.000000,A012,279
2019-01-11 18:00:00.000000,A012,126
2019-01-11 19:00:00.000000,A012,49
2019-01-11 20:00:00.000000,A012,221
2019-01-11 21:00:00.000000,A012,137
2019-01-11 22:00:00.000000,A012,113
2019-01-11 23:00:00.000000,A012,193
2019-01-12 00:00:00.000000,A012,179
2019-01-12 01:00:00.000000,A012,179
2019-01-12 02:00:00.000000,A012,155
2019-01-12 03:00:00.000000,A012,171
2019-01-12 04:00:00.000000,A012,317
2019-01-12 05:00:00.000000,A012,312
2019-01-12 06:00:00.000000,A012,187
2019-01-12 07:00:00.000000,A012,277
2019-01-12 08:00:00.000000,A012,242
2019-01-12 09:00:00.000000,A012,140
2019-01-12 10:00:00.000000,A012,151
2019-02-10 05:00:00.000000,A012,9
2019-02-10 06:00:00.000000,A012,52
2019-02-10 07:00:00.000000,A012,98
2019-02-10 08:00:00.000000,A012,59
2019-02-10 09:00:00.000000,A012,244
2019-02-10 10:00:00.000000,A012,33
2019-02-10 11:00:00.000000,A012,273
2019-02-10 12:00:00.000000,A012,315
2019-02-10 13:00:00.000000,A012,36
2019-02-10 14:00:00.000000,A012,81
2019-02-10 15:00:00.000000,A012,78
2019-02-10 16:00:00.000000,A012,58
2019-02-10 17:00:00.000000,A012,54
2019-02-10 18:00:00.000000,A012,321
2019-02-10 19:00:00.000000,A012,321
2019-02-10 20:00:00.000000,A012,353
2019-02-10 21:00:00.000000,A012,33
2019-02-10 22:00:00.000000,A012,43
2019-02-10 23:00:00.000000,A012,44
2019-02-11 00:00:00.000000,A012,42
2019-02-11 01:00:00.000000,A012,16
2019-02-11 02:00:00.000000,A012,294
2019-02-11 03:00:00.000000,A012,259
2019-02-11 04:00:00.000000,A012,135
2019-02-11 05:00:00.000000,A012,117
2019-02-11 06:00:00.000000,A012,73
2019-02-11 07:00:00.000000,A012,59
2019-02-11 08:00:00.000000,A012,10
2019-02-11 09:00:00.000000,A012,43
2019-02-11 10:00:00.000000,A012,38
2019-02-11 11:00:00.000000,A012,21
2019-02-11 12:00:00.000000,A012,45
2019-02-11 13:00:00.000000,A012,28
2019-02-11 14:00:00.000000,A012,26
2019-02-11 15:00:00.000000,A012,42
2019-02-11 16:00:00.000000,A012,13
2019-02-11 17:00:00.000000,A012,56
2019-01-12 11:00:00.000000,A012,157
2019-01-12 12:00:00.000000,A012,151
2019-01-12 13:00:00.000000,A012,98
2019-01-12 14:00:00.000000,A012,109
2019-01-12 15:00:00.000000,A012,93
2019-01-12 16:00:00.000000,A012,112
2019-01-12 17:00:00.000000,A012,123
2019-01-12 18:00:00.000000,A012,279
2019-01-12 19:00:00.000000,A012,109
2019-01-12 20:00:00.000000,A012,207
2019-01-12 21:00:00.000000,A012,94
2019-01-12 22:00:00.000000,A012,323
2019-01-12 23:00:00.000000,A012,263
2019-01-13 00:00:00.000000,A012,273
2019-01-13 01:00:00.000000,A012,290
2019-01-13 02:00:00.000000,A012,302
2019-01-13 03:00:00.000000,A012,233
2019-01-13 04:00:00.000000,A012,190
2019-01-13 05:00:00.000000,A012,181
2019-01-13 06:00:00.000000,A012,271
2019-01-13 07:00:00.000000,A012,175
2019-01-13 08:00:00.000000,A012,165
2019-01-13 09:00:00.000000,A012,164
2019-01-13 10:00:00.000000,A012,159
2019-01-13 11:00:00.000000,A012,147
2019-01-13 12:00:00.000000,A012,98
2019-01-13 13:00:00.000000,A012,67
2019-01-13 14:00:00.000000,A012,37
2019-01-13 15:00:00.000000,A012,48
2019-01-13 16:00:00.000000,A012,58
2019-01-13 17:00:00.000000,A012,45
2019-01-13 18:00:00.000000,A012,89
2019-01-13 19:00:00.000000,A012,88
2019-01-13 20:00:00.000000,A012,88
2019-01-13 21:00:00.000000,A012,100
2019-01-13 22:00:00.000000,A012,98
2019-01-13 23:00:00.000000,A012,126
2019-02-11 18:00:00.000000,A012,68
2019-02-11 19:00:00.000000,A012,337
2019-02-11 20:00:00.000000,A012,289
2019-02-11 21:00:00.000000,A012,283
2019-02-11 22:00:00.000000,A012,310
2019-02-11 23:00:00.000000,A012,291
2019-02-12 00:00:00.000000,A012,256
2019-02-12 01:00:00.000000,A012,34
2019-02-12 02:00:00.000000,A012,287
2019-02-12 03:00:00.000000,A012,43
2019-02-12 04:00:00.000000,A012,310
2019-02-12 05:00:00.000000,A012,231
2019-02-12 06:00:00.000000,A012,344
2019-02-12 07:00:00.000000,A012,259
2019-02-12 08:00:00.000000,A012,336
2019-02-12 09:00:00.000000,A012,313
2019-02-12 10:00:00.000000,A012,300
2019-02-12 11:00:00.000000,A012,282
2019-02-12 12:00:00.000000,A012,326
2019-02-12 13:00:00.000000,A012,156
2019-02-12 14:00:00.000000,A012,59
2019-02-12 15:00:00.000000,A012,49
2019-02-12 16:00:00.000000,A012,88
2019-02-12 17:00:00.000000,A012,58
2019-02-12 18:00:00.000000,A012,59
2019-02-12 19:00:00.000000,A012,65
2019-02-12 20:00:00.000000,A012,237
2019-02-12 21:00:00.000000,A012,235
2019-02-12 22:00:00.000000,A012,229
2019-02-12 23:00:00.000000,A012,192
2019-02-13 00:00:00.000000,A012,195
2019-02-13 01:00:00.000000,A012,295
2019-02-13 02:00:00.000000,A012,252
2019-02-13 03:00:00.000000,A012,223
2019-02-13 04:00:00.000000,A012,238
2019-02-13 05:00:00.000000,A012,205
2019-02-13 06:00:00.000000,A012,161
2019-01-14 00:00:00.000000,A012,113
2019-01-14 01:00:00.000000,A012,164
2019-01-14 02:00:00.000000,A012,133
2019-01-14 03:00:00.000000,A012,110
2019-01-14 04:00:00.000000,A012,280
2019-01-14 05:00:00.000000,A012,282
2019-01-14 06:00:00.000000,A012,229
2019-01-14 07:00:00.000000,A012,223
2019-01-14 08:00:00.000000,A012,162
2019-01-14 09:00:00.000000,A012,154
2019-01-14 10:00:00.000000,A012,160
2019-01-14 11:00:00.000000,A012,142
2019-01-14 12:00:00.000000,A012,110
2019-01-14 13:00:00.000000,A012,68
2019-01-14 14:00:00.000000,A012,71
2019-01-14 15:00:00.000000,A012,52
2019-01-14 16:00:00.000000,A012,75
2019-01-14 17:00:00.000000,A012,96
2019-01-14 18:00:00.000000,A012,84
2019-01-14 19:00:00.000000,A012,83
2019-01-14 20:00:00.000000,A012,102
2019-01-14 21:00:00.000000,A012,103
2019-01-14 22:00:00.000000,A012,105
2019-01-14 23:00:00.000000,A012,95
2019-01-15 00:00:00.000000,A012,118
2019-01-15 01:00:00.000000,A012,109
2019-01-15 02:00:00.000000,A012,91
2019-01-15 03:00:00.000000,A012,73
2019-01-15 04:00:00.000000,A012,48
2019-01-15 05:00:00.000000,A012,337
2019-01-15 06:00:00.000000,A012,302
2019-01-15 07:00:00.000000,A012,37
2019-01-15 08:00:00.000000,A012,112
2019-01-15 09:00:00.000000,A012,101
2019-01-15 10:00:00.000000,A012,290
2019-01-15 11:00:00.000000,A012,286
2019-01-15 12:00:00.000000,A012,330
2019-02-13 07:00:00.000000,A012,165
2019-02-13 08:00:00.000000,A012,135
2019-02-13 09:00:00.000000,A012,310
2019-02-13 10:00:00.000000,A012,343
2019-02-13 11:00:00.000000,A012,333
2019-02-13 12:00:00.000000,A012,358
2019-02-13 13:00:00.000000,A012,110
2019-02-13 14:00:00.000000,A012,11
2019-02-13 15:00:00.000000,A012,32
2019-02-13 16:00:00.000000,A012,358
2019-02-13 17:00:00.000000,A012,349
2019-02-13 18:00:00.000000,A012,352
2019-02-13 19:00:00.000000,A012,338
2019-02-13 20:00:00.000000,A012,306
2019-02-13 21:00:00.000000,A012,224
2019-02-13 22:00:00.000000,A012,207
2019-02-13 23:00:00.000000,A012,220
2019-02-14 00:00:00.000000,A012,166
2019-02-14 01:00:00.000000,A012,206
2019-02-14 02:00:00.000000,A012,235
2019-02-14 03:00:00.000000,A012,151
2019-02-14 04:00:00.000000,A012,128
2019-02-14 05:00:00.000000,A012,207
2019-02-14 06:00:00.000000,A012,125
2019-02-14 07:00:00.000000,A012,348
2019-02-14 08:00:00.000000,A012,335
2019-02-14 09:00:00.000000,A012,209
2019-02-14 10:00:00.000000,A012,139
2019-02-14 11:00:00.000000,A012,118
2019-02-14 12:00:00.000000,A012,111
2019-02-14 13:00:00.000000,A012,83
2019-02-14 14:00:00.000000,A012,55
2019-02-14 15:00:00.000000,A012,138
2019-02-14 16:00:00.000000,A012,9
2019-02-14 17:00:00.000000,A012,7
2019-02-14 18:00:00.000000,A012,315
2019-02-14 19:00:00.000000,A012,235
2019-01-15 13:00:00.000000,A012,354
2019-01-15 14:00:00.000000,A012,82
2019-01-15 15:00:00.000000,A012,68
2019-01-15 16:00:00.000000,A012,88
2019-01-15 17:00:00.000000,A012,118
2019-01-15 18:00:00.000000,A012,73
2019-01-15 19:00:00.000000,A012,80
2019-01-15 20:00:00.000000,A012,81
2019-01-15 21:00:00.000000,A012,90
2019-01-15 22:00:00.000000,A012,60
2019-01-15 23:00:00.000000,A012,56
2019-02-14 20:00:00.000000,A012,220
2019-02-14 21:00:00.000000,A012,191
2019-02-14 22:00:00.000000,A012,96
2019-02-14 23:00:00.000000,A012,241
2019-02-15 00:00:00.000000,A012,280
2019-02-15 01:00:00.000000,A012,298
2019-02-15 02:00:00.000000,A012,279
2019-02-15 03:00:00.000000,A012,295
2019-02-15 04:00:00.000000,A012,298
2019-02-15 05:00:00.000000,A012,304
2019-02-15 06:00:00.000000,A012,268
2019-02-15 07:00:00.000000,A012,254
2019-02-15 08:00:00.000000,A012,165
2019-02-15 09:00:00.000000,A012,142
2019-02-15 10:00:00.000000,A012,60
2019-02-15 11:00:00.000000,A012,350
2019-02-15 12:00:00.000000,A012,319
2019-02-15 13:00:00.000000,A012,284
2019-02-15 14:00:00.000000,A012,285
2019-02-15 15:00:00.000000,A012,269
2019-02-15 16:00:00.000000,A012,251
2019-02-15 17:00:00.000000,A012,311
2019-02-15 18:00:00.000000,A012,262
2019-02-15 19:00:00.000000,A012,262
2019-02-15 20:00:00.000000,A012,263
2019-02-15 21:00:00.000000,A012,263
2019-02-15 22:00:00.000000,A012,276
2019-02-15 23:00:00.000000,A012,283
2019-02-16 00:00:00.000000,A012,311
2019-02-16 01:00:00.000000,A012,331
2019-02-16 02:00:00.000000,A012,346
2019-02-16 03:00:00.000000,A012,316
2019-02-16 04:00:00.000000,A012,318
2019-02-16 05:00:00.000000,A012,279
2019-02-16 06:00:00.000000,A012,329
2019-02-16 07:00:00.000000,A012,325
2019-02-16 08:00:00.000000,A012,308
2019-02-16 09:00:00.000000,A012,320
2019-02-16 10:00:00.000000,A012,313
2019-02-16 11:00:00.000000,A012,327
2019-02-16 12:00:00.000000,A012,334
2019-02-16 13:00:00.000000,A012,299
2019-02-16 14:00:00.000000,A012,309
2019-02-16 15:00:00.000000,A012,301
2019-02-16 16:00:00.000000,A012,317
2019-02-16 17:00:00.000000,A012,312
2019-02-16 18:00:00.000000,A012,255
2019-02-16 19:00:00.000000,A012,275
2019-02-16 20:00:00.000000,A012,276
2019-02-16 21:00:00.000000,A012,281
2019-02-16 22:00:00.000000,A012,292
2019-02-16 23:00:00.000000,A012,308
2019-01-23 00:00:00.000000,A036,127
2019-01-23 01:00:00.000000,A036,108
2019-01-23 02:00:00.000000,A036,131
2019-01-23 03:00:00.000000,A036,113
