hr_medicao,cdg_stacao,vento_direcao
2019-01-23 18:00:00.000000,A045,118
2019-01-23 19:00:00.000000,A045,126
2019-01-23 20:00:00.000000,A045,102
2019-01-23 21:00:00.000000,A045,115
2019-01-23 22:00:00.000000,A045,108
2019-01-23 23:00:00.000000,A045,128
2019-01-24 00:00:00.000000,A045,113
2019-01-24 01:00:00.000000,A045,117
2019-01-24 02:00:00.000000,A045,129
2019-01-24 03:00:00.000000,A045,131
2019-01-24 04:00:00.000000,A045,66
2019-01-24 05:00:00.000000,A045,333
2019-02-21 05:00:00.000000,A045,288
2019-02-21 06:00:00.000000,A045,169
2019-02-21 07:00:00.000000,A045,40
2019-02-21 08:00:00.000000,A045,46
2019-02-21 09:00:00.000000,A045,42
2019-02-21 10:00:00.000000,A045,54
2019-02-21 11:00:00.000000,A045,308
2019-02-21 12:00:00.000000,A045,313
2019-02-21 13:00:00.000000,A045,358
2019-02-21 14:00:00.000000,A045,51
2019-02-21 15:00:00.000000,A045,79
2019-02-21 16:00:00.000000,A045,35
2019-02-21 17:00:00.000000,A045,174
2019-02-21 18:00:00.000000,A045,218
2019-02-21 19:00:00.000000,A045,185
2019-02-21 20:00:00.000000,A045,102
2019-02-21 21:00:00.000000,A045,63
2019-02-21 22:00:00.000000,A045,61
2019-02-21 23:00:00.000000,A045,127
2019-02-22 00:00:00.000000,A045,186
2019-02-22 01:00:00.000000,A045,160
2019-02-22 02:00:00.000000,A045,219
2019-02-22 03:00:00.000000,A045,128
2019-02-22 04:00:00.000000,A045,111
2019-02-22 05:00:00.000000,A045,45
2019-02-22 06:00:00.000000,A045,13
2019-02-22 07:00:00.000000,A045,110
2019-02-22 08:00:00.000000,A045,182
2019-02-22 09:00:00.000000,A045,106
2019-02-22 10:00:00.000000,A045,130
2019-02-22 11:00:00.000000,A045,182
2019-02-22 12:00:00.000000,A045,117
2019-02-22 13:00:00.000000,A045,75
2019-02-22 14:00:00.000000,A045,78
2019-02-22 15:00:00.000000,A045,76
2019-02-22 16:00:00.000000,A045,57
2019-02-22 17:00:00.000000,A045,55
2019-01-24 06:00:00.000000,A045,208
2019-01-24 07:00:00.000000,A045,123
2019-01-24 08:00:00.000000,A045,128
2019-01-24 09:00:00.000000,A045,109
2019-01-24 10:00:00.000000,A045,112
2019-01-24 11:00:00.000000,A045,89
2019-01-24 12:00:00.000000,A045,45
2019-01-24 13:00:00.000000,A045,43
2019-01-24 14:00:00.000000,A045,67
2019-01-24 15:00:00.000000,A045,36
2019-01-24 16:00:00.000000,A045,56
2019-01-24 17:00:00.000000,A045,44
2019-01-24 18:00:00.000000,A045,44
2019-01-24 19:00:00.000000,A045,27
2019-01-24 20:00:00.000000,A045,72
2019-01-24 21:00:00.000000,A045,72
2019-01-24 22:00:00.000000,A045,44
2019-01-24 23:00:00.000000,A045,97
2019-01-25 00:00:00.000000,A045,132
2019-01-25 01:00:00.000000,A045,25
2019-01-25 02:00:00.000000,A045,351
2019-01-25 03:00:00.000000,A045,76
2019-01-25 04:00:00.000000,A045,37
2019-01-25 05:00:00.000000,A045,33
2019-01-25 06:00:00.000000,A045,68
2019-01-25 07:00:00.000000,A045,57
2019-01-25 08:00:00.000000,A045,42
2019-01-25 09:00:00.000000,A045,78
2019-01-25 10:00:00.000000,A045,39
2019-01-25 11:00:00.000000,A045,312
2019-01-25 12:00:00.000000,A045,282
2019-01-25 13:00:00.000000,A045,302
2019-01-25 14:00:00.000000,A045,277
2019-01-25 15:00:00.000000,A045,298
2019-01-25 16:00:00.000000,A045,285
2019-01-25 17:00:00.000000,A045,285
2019-01-25 18:00:00.000000,A045,284
2019-02-22 18:00:00.000000,A045,49
2019-02-22 19:00:00.000000,A045,95
2019-02-22 20:00:00.000000,A045,68
2019-02-22 21:00:00.000000,A045,12
2019-02-22 22:00:00.000000,A045,35
2019-02-22 23:00:00.000000,A045,4
2019-02-23 00:00:00.000000,A045,75
2019-02-23 01:00:00.000000,A045,179
2019-02-23 02:00:00.000000,A045,7
2019-02-23 03:00:00.000000,A045,41
2019-02-23 04:00:00.000000,A045,42
2019-02-23 05:00:00.000000,A045,123
2019-02-23 06:00:00.000000,A045,72
2019-02-23 07:00:00.000000,A045,29
2019-02-23 08:00:00.000000,A045,6
2019-02-23 09:00:00.000000,A045,313
2019-02-23 10:00:00.000000,A045,348
2019-02-23 11:00:00.000000,A045,324
2019-02-23 12:00:00.000000,A045,348
2019-02-23 13:00:00.000000,A045,335
2019-02-23 14:00:00.000000,A045,27
2019-02-23 15:00:00.000000,A045,63
2019-02-23 16:00:00.000000,A045,31
2019-02-23 17:00:00.000000,A045,84
2019-02-23 18:00:00.000000,A045,56
2019-02-23 19:00:00.000000,A045,57
2019-02-23 20:00:00.000000,A045,21
2019-02-23 21:00:00.000000,A045,91
2019-02-23 22:00:00.000000,A045,113
2019-02-23 23:00:00.000000,A045,58
2019-02-24 00:00:00.000000,A045,351
2019-02-24 01:00:00.000000,A045,66
2019-02-24 02:00:00.000000,A045,61
2019-02-24 03:00:00.000000,A045,58
2019-02-24 04:00:00.000000,A045,83
2019-02-24 05:00:00.000000,A045,12
2019-02-24 06:00:00.000000,A045,59
2019-01-25 19:00:00.000000,A045,317
2019-01-25 20:00:00.000000,A045,284
2019-01-25 21:00:00.000000,A045,301
2019-01-25 22:00:00.000000,A045,305
2019-01-25 23:00:00.000000,A045,354
2019-01-26 00:00:00.000000,A045,287
2019-01-26 01:00:00.000000,A045,21
2019-01-26 02:00:00.000000,A045,148
2019-01-26 03:00:00.000000,A045,68
2019-01-26 04:00:00.000000,A045,28
2019-01-26 05:00:00.000000,A045,213
2019-01-26 06:00:00.000000,A045,182
2019-01-26 07:00:00.000000,A045,31
2019-01-26 08:00:00.000000,A045,79
2019-01-26 09:00:00.000000,A045,184
2019-01-26 10:00:00.000000,A045,318
2019-01-26 11:00:00.000000,A045,33
2019-01-26 12:00:00.000000,A045,23
2019-01-26 13:00:00.000000,A045,59
2019-01-26 14:00:00.000000,A045,104
2019-01-26 15:00:00.000000,A045,128
2019-01-26 16:00:00.000000,A045,142
2019-01-26 17:00:00.000000,A045,286
2019-01-26 18:00:00.000000,A045,343
2019-01-26 19:00:00.000000,A045,18
2019-01-26 20:00:00.000000,A045,5
2019-01-26 21:00:00.000000,A045,19
2019-01-26 22:00:00.000000,A045,88
2019-01-26 23:00:00.000000,A045,129
2019-01-27 00:00:00.000000,A045,133
2019-01-27 01:00:00.000000,A045,51
2019-01-27 02:00:00.000000,A045,117
2019-01-27 03:00:00.000000,A045,30
2019-01-27 04:00:00.000000,A045,125
2019-01-27 05:00:00.000000,A045,109
2019-01-27 06:00:00.000000,A045,93
2019-01-27 07:00:00.000000,A045,95
2019-02-24 07:00:00.000000,A045,36
2019-02-24 08:00:00.000000,A045,51
2019-02-24 09:00:00.000000,A045,76
2019-02-24 10:00:00.000000,A045,56
2019-02-24 11:00:00.000000,A045,307
2019-02-24 12:00:00.000000,A045,295
2019-02-24 13:00:00.000000,A045,99
2019-02-24 14:00:00.000000,A045,46
2019-02-24 15:00:00.000000,A045,26
2019-02-24 16:00:00.000000,A045,14
2019-02-24 17:00:00.000000,A045,19
2019-02-24 18:00:00.000000,A045,27
2019-02-24 19:00:00.000000,A045,49
2019-02-24 20:00:00.000000,A045,325
2019-02-24 21:00:00.000000,A045,295
2019-02-24 22:00:00.000000,A045,292
2019-02-24 23:00:00.000000,A045,335
2019-02-25 00:00:00.000000,A045,219
2019-02-25 01:00:00.000000,A045,82
2019-02-25 02:00:00.000000,A045,123
2019-02-25 03:00:00.000000,A045,307
2019-02-25 04:00:00.000000,A045,72
2019-02-25 05:00:00.000000,A045,50
2019-02-25 06:00:00.000000,A045,41
2019-02-25 07:00:00.000000,A045,170
2019-02-25 08:00:00.000000,A045,237
2019-02-25 09:00:00.000000,A045,100
2019-02-25 10:00:00.000000,A045,154
2019-02-25 11:00:00.000000,A045,207
2019-02-25 12:00:00.000000,A045,147
2019-02-25 13:00:00.000000,A045,202
2019-02-25 14:00:00.000000,A045,200
2019-02-25 15:00:00.000000,A045,172
2019-02-25 16:00:00.000000,A045,162
2019-02-25 17:00:00.000000,A045,119
2019-02-25 18:00:00.000000,A045,10
2019-02-25 19:00:00.000000,A045,36
2019-01-27 08:00:00.000000,A045,143
2019-01-27 09:00:00.000000,A045,102
2019-01-27 10:00:00.000000,A045,125
2019-01-27 11:00:00.000000,A045,96
2019-01-27 12:00:00.000000,A045,73
2019-01-27 13:00:00.000000,A045,72
2019-01-27 14:00:00.000000,A045,100
2019-01-27 15:00:00.000000,A045,96
2019-01-27 16:00:00.000000,A045,75
2019-01-27 17:00:00.000000,A045,86
2019-01-27 18:00:00.000000,A045,87
2019-01-27 19:00:00.000000,A045,102
2019-01-27 20:00:00.000000,A045,108
2019-01-27 21:00:00.000000,A045,83
2019-01-27 22:00:00.000000,A045,122
2019-01-27 23:00:00.000000,A045,296
2019-01-28 00:00:00.000000,A045,110
2019-01-28 01:00:00.000000,A045,127
2019-01-28 02:00:00.000000,A045,138
2019-01-28 03:00:00.000000,A045,255
2019-01-28 04:00:00.000000,A045,146
2019-01-28 05:00:00.000000,A045,191
2019-01-28 06:00:00.000000,A045,126
2019-01-28 07:00:00.000000,A045,129
2019-01-28 08:00:00.000000,A045,106
2019-01-28 09:00:00.000000,A045,116
2019-01-28 10:00:00.000000,A045,121
2019-01-28 11:00:00.000000,A045,81
2019-01-28 12:00:00.000000,A045,82
2019-01-28 13:00:00.000000,A045,91
2019-01-28 14:00:00.000000,A045,88
2019-01-28 15:00:00.000000,A045,68
2019-01-28 16:00:00.000000,A045,74
2019-01-28 17:00:00.000000,A045,48
2019-01-28 18:00:00.000000,A045,71
2019-01-28 19:00:00.000000,A045,78
2019-01-28 20:00:00.000000,A045,75
2019-02-25 20:00:00.000000,A045,213
2019-02-25 21:00:00.000000,A045,102
2019-02-25 22:00:00.000000,A045,38
2019-02-25 23:00:00.000000,A045,150
2019-02-26 00:00:00.000000,A045,32
2019-02-26 01:00:00.000000,A045,50
2019-02-26 02:00:00.000000,A045,300
2019-02-26 03:00:00.000000,A045,360
2019-02-26 04:00:00.000000,A045,360
2019-02-26 05:00:00.000000,A045,85
2019-02-26 06:00:00.000000,A045,89
2019-02-26 07:00:00.000000,A045,6
2019-02-26 08:00:00.000000,A045,40
2019-02-26 09:00:00.000000,A045,37
2019-02-26 10:00:00.000000,A045,48
2019-02-26 11:00:00.000000,A045,333
2019-02-26 12:00:00.000000,A045,295
2019-02-26 13:00:00.000000,A045,301
2019-02-26 14:00:00.000000,A045,300
2019-02-26 15:00:00.000000,A045,305
2019-02-26 16:00:00.000000,A045,290
2019-02-26 17:00:00.000000,A045,292
2019-02-26 18:00:00.000000,A045,318
2019-02-26 19:00:00.000000,A045,306
2019-02-26 20:00:00.000000,A045,305
2019-02-26 21:00:00.000000,A045,38
2019-02-26 22:00:00.000000,A045,49
2019-02-26 23:00:00.000000,A045,123
2019-02-27 00:00:00.000000,A045,187
2019-02-27 01:00:00.000000,A045,43
2019-02-27 02:00:00.000000,A045,60
2019-02-27 03:00:00.000000,A045,57
2019-02-27 04:00:00.000000,A045,49
2019-02-27 05:00:00.000000,A045,58
2019-02-27 06:00:00.000000,A045,106
2019-02-27 07:00:00.000000,A045,66
2019-02-27 08:00:00.000000,A045,58
2019-01-28 21:00:00.000000,A045,78
2019-01-28 22:00:00.000000,A045,111
2019-01-28 23:00:00.000000,A045,108
2019-01-29 00:00:00.000000,A045,103
2019-01-29 01:00:00.000000,A045,112
2019-01-29 02:00:00.000000,A045,96
2019-01-29 03:00:00.000000,A045,112
2019-01-29 04:00:00.000000,A045,118
2019-01-29 05:00:00.000000,A045,99
2019-01-29 06:00:00.000000,A045,6
2019-01-29 07:00:00.000000,A045,40
2019-01-29 08:00:00.000000,A045,85
2019-01-29 09:00:00.000000,A045,260
2019-01-29 10:00:00.000000,A045,56
2019-01-29 11:00:00.000000,A045,61
2019-01-29 12:00:00.000000,A045,57
2019-01-29 13:00:00.000000,A045,77
2019-01-29 14:00:00.000000,A045,88
2019-01-29 15:00:00.000000,A045,47
2019-01-29 16:00:00.000000,A045,93
2019-01-29 17:00:00.000000,A045,81
2019-01-29 18:00:00.000000,A045,58
2019-01-29 19:00:00.000000,A045,93
2019-01-29 20:00:00.000000,A045,91
2019-01-29 21:00:00.000000,A045,106
2019-01-29 22:00:00.000000,A045,123
2019-01-29 23:00:00.000000,A045,124
2019-01-30 00:00:00.000000,A045,123
2019-01-30 01:00:00.000000,A045,113
2019-01-30 02:00:00.000000,A045,115
2019-01-30 03:00:00.000000,A045,114
2019-01-30 04:00:00.000000,A045,111
2019-01-30 05:00:00.000000,A045,239
2019-01-30 06:00:00.000000,A045,244
2019-01-30 07:00:00.000000,A045,169
2019-01-30 08:00:00.000000,A045,112
2019-01-30 09:00:00.000000,A045,57
2019-02-27 09:00:00.000000,A045,59
2019-02-27 10:00:00.000000,A045,169
2019-02-27 11:00:00.000000,A045,275
2019-02-27 12:00:00.000000,A045,168
2019-02-27 13:00:00.000000,A045,188
2019-02-27 14:00:00.000000,A045,139
2019-02-27 15:00:00.000000,A045,34
2019-02-27 16:00:00.000000,A045,78
2019-02-27 17:00:00.000000,A045,107
2019-02-27 18:00:00.000000,A045,76
2019-02-27 19:00:00.000000,A045,64
2019-02-27 20:00:00.000000,A045,18
2019-02-27 21:00:00.000000,A045,43
2019-02-27 22:00:00.000000,A045,64
2019-02-27 23:00:00.000000,A045,280
2019-02-28 00:00:00.000000,A045,336
2019-02-28 01:00:00.000000,A045,19
2019-02-28 02:00:00.000000,A045,41
2019-02-28 03:00:00.000000,A045,19
2019-02-28 04:00:00.000000,A045,74
2019-02-28 05:00:00.000000,A045,149
2019-02-28 06:00:00.000000,A045,50
2019-02-28 07:00:00.000000,A045,60
2019-02-28 08:00:00.000000,A045,13
2019-02-28 09:00:00.000000,A045,65
2019-02-28 10:00:00.000000,A045,58
2019-02-28 11:00:00.000000,A045,324
2019-02-28 12:00:00.000000,A045,250
2019-02-28 13:00:00.000000,A045,301
2019-02-28 14:00:00.000000,A045,297
2019-02-28 15:00:00.000000,A045,308
2019-02-28 16:00:00.000000,A045,274
2019-02-28 17:00:00.000000,A045,27
2019-02-28 18:00:00.000000,A045,76
2019-02-28 19:00:00.000000,A045,42
2019-02-28 20:00:00.000000,A045,89
2019-02-28 21:00:00.000000,A045,34
2019-01-30 10:00:00.000000,A045,22
2019-01-30 11:00:00.000000,A045,66
2019-01-30 12:00:00.000000,A045,64
2019-01-30 13:00:00.000000,A045,48
2019-01-30 14:00:00.000000,A045,80
2019-01-30 15:00:00.000000,A045,76
2019-01-30 16:00:00.000000,A045,112
2019-01-30 17:00:00.000000,A045,95
2019-01-30 18:00:00.000000,A045,83
2019-01-30 19:00:00.000000,A045,123
2019-01-30 20:00:00.000000,A045,99
2019-01-30 21:00:00.000000,A045,114
2019-01-30 22:00:00.000000,A045,125
2019-01-30 23:00:00.000000,A045,122
2019-01-31 00:00:00.000000,A045,105
2019-01-31 01:00:00.000000,A045,134
2019-01-31 02:00:00.000000,A045,60
2019-01-31 03:00:00.000000,A045,91
2019-01-31 04:00:00.000000,A045,110
2019-01-31 05:00:00.000000,A045,94
2019-01-31 06:00:00.000000,A045,93
2019-01-31 07:00:00.000000,A045,94
2019-01-31 08:00:00.000000,A045,109
2019-01-31 09:00:00.000000,A045,54
2019-01-31 10:00:00.000000,A045,27
2019-01-31 11:00:00.000000,A045,70
2019-01-31 12:00:00.000000,A045,51
2019-01-31 13:00:00.000000,A045,74
2019-01-31 14:00:00.000000,A045,61
2019-01-31 15:00:00.000000,A045,75
2019-01-31 16:00:00.000000,A045,74
2019-01-31 17:00:00.000000,A045,85
2019-01-31 18:00:00.000000,A045,122
2019-01-31 19:00:00.000000,A045,96
2019-01-31 20:00:00.000000,A045,114
2019-01-31 21:00:00.000000,A045,112
2019-01-31 22:00:00.000000,A045,130
2019-02-28 22:00:00.000000,A045,24
2019-02-28 23:00:00.000000,A045,137
2019-03-01 00:00:00.000000,A045,43
2019-03-01 01:00:00.000000,A045,122
2019-03-01 02:00:00.000000,A045,113
2019-03-01 03:00:00.000000,A045,142
2019-03-01 04:00:00.000000,A045,63
2019-03-01 05:00:00.000000,A045,211
2019-03-01 06:00:00.000000,A045,50
2019-03-01 07:00:00.000000,A045,50
2019-03-01 08:00:00.000000,A045,51
2019-03-01 09:00:00.000000,A045,43
2019-03-01 10:00:00.000000,A045,30
2019-03-01 11:00:00.000000,A045,16
2019-03-01 12:00:00.000000,A045,324
2019-03-01 13:00:00.000000,A045,351
2019-03-01 14:00:00.000000,A045,308
2019-03-01 15:00:00.000000,A045,20
2019-03-01 16:00:00.000000,A045,33
2019-03-01 17:00:00.000000,A045,15
2019-03-01 18:00:00.000000,A045,6
2019-03-01 19:00:00.000000,A045,360
2019-03-01 20:00:00.000000,A045,300
2019-03-01 21:00:00.000000,A045,310
2019-03-01 22:00:00.000000,A045,314
2019-03-01 23:00:00.000000,A045,21
2019-03-02 00:00:00.000000,A045,343
2019-03-02 01:00:00.000000,A045,
2019-03-02 02:00:00.000000,A045,34
2019-03-02 03:00:00.000000,A045,84
2019-03-02 04:00:00.000000,A045,79
2019-03-02 05:00:00.000000,A045,51
2019-03-02 06:00:00.000000,A045,46
2019-03-02 07:00:00.000000,A045,73
2019-03-02 08:00:00.000000,A045,44
2019-03-02 09:00:00.000000,A045,33
2019-03-02 10:00:00.000000,A045,46
2019-01-31 23:00:00.000000,A045,88
2019-02-01 00:00:00.000000,A045,106
2019-02-01 01:00:00.000000,A045,120
2019-02-01 02:00:00.000000,A045,129
2019-02-01 03:00:00.000000,A045,98
2019-02-01 04:00:00.000000,A045,356
2019-02-01 05:00:00.000000,A045,176
2019-02-01 06:00:00.000000,A045,170
2019-02-01 07:00:00.000000,A045,98
2019-02-01 08:00:00.000000,A045,82
2019-02-01 09:00:00.000000,A045,85
2019-02-01 10:00:00.000000,A045,93
2019-02-01 11:00:00.000000,A045,94
2019-02-01 12:00:00.000000,A045,77
2019-02-01 13:00:00.000000,A045,53
2019-02-01 14:00:00.000000,A045,63
2019-02-01 15:00:00.000000,A045,30
2019-02-01 16:00:00.000000,A045,91
2019-02-01 17:00:00.000000,A045,53
2019-02-01 18:00:00.000000,A045,53
2019-02-01 19:00:00.000000,A045,11
2019-02-01 20:00:00.000000,A045,280
2019-02-01 21:00:00.000000,A045,51
2019-02-01 22:00:00.000000,A045,82
2019-02-01 23:00:00.000000,A045,70
2019-02-02 00:00:00.000000,A045,
2019-02-02 01:00:00.000000,A045,96
2019-02-02 02:00:00.000000,A045,116
2019-02-02 03:00:00.000000,A045,240
2019-02-02 04:00:00.000000,A045,234
2019-02-02 05:00:00.000000,A045,285
2019-02-02 06:00:00.000000,A045,322
2019-02-02 07:00:00.000000,A045,197
2019-02-02 08:00:00.000000,A045,207
2019-02-02 09:00:00.000000,A045,26
2019-02-02 10:00:00.000000,A045,78
2019-02-02 11:00:00.000000,A045,293
2019-03-02 11:00:00.000000,A045,41
2019-03-02 12:00:00.000000,A045,328
2019-03-02 13:00:00.000000,A045,266
2019-03-02 14:00:00.000000,A045,297
2019-03-02 15:00:00.000000,A045,53
2019-03-02 16:00:00.000000,A045,25
2019-03-02 17:00:00.000000,A045,34
2019-03-02 18:00:00.000000,A045,55
2019-03-02 19:00:00.000000,A045,158
2019-03-02 20:00:00.000000,A045,245
2019-03-02 21:00:00.000000,A045,304
2019-03-02 22:00:00.000000,A045,212
2019-03-02 23:00:00.000000,A045,318
2019-03-03 00:00:00.000000,A045,331
2019-03-03 01:00:00.000000,A045,
2019-03-03 02:00:00.000000,A045,87
2019-03-03 03:00:00.000000,A045,38
2019-03-03 04:00:00.000000,A045,19
2019-03-03 05:00:00.000000,A045,124
2019-03-03 06:00:00.000000,A045,57
2019-03-03 07:00:00.000000,A045,213
2019-03-03 08:00:00.000000,A045,120
2019-03-03 09:00:00.000000,A045,92
2019-03-03 10:00:00.000000,A045,207
2019-03-03 11:00:00.000000,A045,93
2019-03-03 12:00:00.000000,A045,67
2019-03-03 13:00:00.000000,A045,22
2019-03-03 14:00:00.000000,A045,59
2019-03-03 15:00:00.000000,A045,22
2019-03-03 16:00:00.000000,A045,22
2019-03-03 17:00:00.000000,A045,37
2019-03-03 18:00:00.000000,A045,353
2019-03-03 19:00:00.000000,A045,22
2019-03-03 20:00:00.000000,A045,41
2019-03-03 21:00:00.000000,A045,271
2019-03-03 22:00:00.000000,A045,281
2019-03-03 23:00:00.000000,A045,62
2019-02-02 12:00:00.000000,A045,290
2019-02-02 13:00:00.000000,A045,288
2019-02-02 14:00:00.000000,A045,45
2019-02-02 15:00:00.000000,A045,63
2019-02-02 16:00:00.000000,A045,148
2019-02-02 17:00:00.000000,A045,110
2019-02-02 18:00:00.000000,A045,67
2019-02-02 19:00:00.000000,A045,104
2019-02-02 20:00:00.000000,A045,117
2019-02-02 21:00:00.000000,A045,142
2019-02-02 22:00:00.000000,A045,146
2019-02-02 23:00:00.000000,A045,103
2019-03-06 00:00:00.000000,A056,323
2019-03-06 01:00:00.000000,A056,7
2019-03-06 02:00:00.000000,A056,326
2019-03-06 03:00:00.000000,A056,338
2019-03-06 04:00:00.000000,A056,266
2019-03-06 05:00:00.000000,A056,314
2019-03-06 06:00:00.000000,A056,10
2019-03-06 07:00:00.000000,A056,322
2019-03-06 08:00:00.000000,A056,221
2019-03-06 09:00:00.000000,A056,158
2019-03-06 10:00:00.000000,A056,122
2019-03-06 11:00:00.000000,A056,102
2019-03-06 12:00:00.000000,A056,89
2019-03-06 13:00:00.000000,A056,91
2019-03-06 14:00:00.000000,A056,83
2019-03-06 15:00:00.000000,A056,69
2019-02-05 00:00:00.000000,A056,256
2019-02-05 01:00:00.000000,A056,287
2019-02-05 02:00:00.000000,A056,214
2019-02-05 03:00:00.000000,A056,204
2019-02-05 04:00:00.000000,A056,235
2019-02-05 05:00:00.000000,A056,233
2019-02-05 06:00:00.000000,A056,303
2019-02-05 07:00:00.000000,A056,156
2019-02-05 08:00:00.000000,A056,214
2019-02-05 09:00:00.000000,A056,154
2019-02-05 10:00:00.000000,A056,135
2019-02-05 11:00:00.000000,A056,88
2019-02-05 12:00:00.000000,A056,90
2019-02-05 13:00:00.000000,A056,106
2019-02-05 14:00:00.000000,A056,81
2019-02-05 15:00:00.000000,A056,76
2019-02-05 16:00:00.000000,A056,78
2019-02-05 17:00:00.000000,A056,99
2019-02-05 18:00:00.000000,A056,125
2019-02-05 19:00:00.000000,A056,119
2019-02-05 20:00:00.000000,A056,346
2019-02-05 21:00:00.000000,A056,343
2019-02-05 22:00:00.000000,A056,355
2019-02-05 23:00:00.000000,A056,13
2019-02-06 00:00:00.000000,A056,299
2019-02-06 01:00:00.000000,A056,151
2019-02-06 02:00:00.000000,A056,353
2019-02-06 03:00:00.000000,A056,331
2019-02-06 04:00:00.000000,A056,224
2019-02-06 05:00:00.000000,A056,119
2019-02-06 06:00:00.000000,A056,130
2019-02-06 07:00:00.000000,A056,116
2019-02-06 08:00:00.000000,A056,270
2019-02-06 09:00:00.000000,A056,96
2019-01-09 00:00:00.000000,A056,50
2019-01-09 01:00:00.000000,A056,41
2019-01-09 02:00:00.000000,A056,40
2019-01-09 03:00:00.000000,A056,28
2019-01-09 04:00:00.000000,A056,6
2019-01-09 05:00:00.000000,A056,28
2019-01-09 06:00:00.000000,A056,49
2019-01-09 07:00:00.000000,A056,79
2019-01-09 08:00:00.000000,A056,98
2019-01-09 09:00:00.000000,A056,57
2019-01-09 10:00:00.000000,A056,68
2019-01-09 11:00:00.000000,A056,70
2019-01-09 12:00:00.000000,A056,74
2019-01-09 13:00:00.000000,A056,59
2019-01-09 14:00:00.000000,A056,54
2019-01-09 15:00:00.000000,A056,66
2019-01-09 16:00:00.000000,A056,61
2019-01-09 17:00:00.000000,A056,85
2019-01-09 18:00:00.000000,A056,99
2019-01-09 19:00:00.000000,A056,96
2019-01-09 20:00:00.000000,A056,107
2019-01-09 21:00:00.000000,A056,106
2019-01-09 22:00:00.000000,A056,92
2019-01-09 23:00:00.000000,A056,80
2019-01-10 00:00:00.000000,A056,155
2019-01-10 01:00:00.000000,A056,117
2019-01-10 02:00:00.000000,A056,122
2019-01-10 03:00:00.000000,A056,95
2019-01-10 04:00:00.000000,A056,100
2019-01-10 05:00:00.000000,A056,125
2019-01-10 06:00:00.000000,A056,122
2019-01-10 07:00:00.000000,A056,110
2019-01-10 08:00:00.000000,A056,126
2019-01-10 09:00:00.000000,A056,97
2019-01-10 10:00:00.000000,A056,79
2019-01-10 11:00:00.000000,A056,95
2019-02-06 10:00:00.000000,A056,306
2019-02-06 11:00:00.000000,A056,202
2019-02-06 12:00:00.000000,A056,240
2019-02-06 13:00:00.000000,A056,252
2019-02-06 14:00:00.000000,A056,229
2019-02-06 15:00:00.000000,A056,261
2019-02-06 16:00:00.000000,A056,212
2019-02-06 17:00:00.000000,A056,150
2019-02-06 18:00:00.000000,A056,182
2019-02-06 19:00:00.000000,A056,77
2019-02-06 20:00:00.000000,A056,85
2019-02-06 21:00:00.000000,A056,315
2019-02-06 22:00:00.000000,A056,197
2019-02-06 23:00:00.000000,A056,76
2019-02-07 00:00:00.000000,A056,108
2019-02-07 01:00:00.000000,A056,141
2019-02-07 02:00:00.000000,A056,108
2019-02-07 03:00:00.000000,A056,32
2019-02-07 04:00:00.000000,A056,23
2019-02-07 05:00:00.000000,A056,339
2019-02-07 06:00:00.000000,A056,22
2019-02-07 07:00:00.000000,A056,62
2019-02-07 08:00:00.000000,A056,61
2019-02-07 09:00:00.000000,A056,91
2019-02-07 10:00:00.000000,A056,56
2019-02-07 11:00:00.000000,A056,46
2019-02-07 12:00:00.000000,A056,35
2019-02-07 13:00:00.000000,A056,359
2019-02-07 14:00:00.000000,A056,16
2019-02-07 15:00:00.000000,A056,343
2019-02-07 16:00:00.000000,A056,344
2019-02-07 17:00:00.000000,A056,336
2019-02-07 18:00:00.000000,A056,187
2019-02-07 19:00:00.000000,A056,182
2019-02-07 20:00:00.000000,A056,145
2019-02-07 21:00:00.000000,A056,121
2019-02-07 22:00:00.000000,A056,79
2019-03-06 16:00:00.000000,A056,55
2019-03-06 17:00:00.000000,A056,26
2019-03-06 18:00:00.000000,A056,51
2019-03-06 19:00:00.000000,A056,49
2019-03-06 20:00:00.000000,A056,61
2019-03-06 21:00:00.000000,A056,29
2019-03-06 22:00:00.000000,A056,37
2019-03-06 23:00:00.000000,A056,101
2019-03-07 00:00:00.000000,A056,13
2019-03-07 01:00:00.000000,A056,81
2019-03-07 02:00:00.000000,A056,31
2019-03-07 03:00:00.000000,A056,73
2019-03-07 04:00:00.000000,A056,316
2019-03-07 05:00:00.000000,A056,179
2019-03-07 06:00:00.000000,A056,190
2019-03-07 07:00:00.000000,A056,8
2019-03-07 08:00:00.000000,A056,89
2019-03-07 09:00:00.000000,A056,112
2019-03-07 10:00:00.000000,A056,107
2019-03-07 11:00:00.000000,A056,124
2019-03-07 12:00:00.000000,A056,92
2019-03-07 13:00:00.000000,A056,87
2019-03-07 14:00:00.000000,A056,60
2019-03-07 15:00:00.000000,A056,52
2019-03-07 16:00:00.000000,A056,66
2019-03-07 17:00:00.000000,A056,58
2019-03-07 18:00:00.000000,A056,58
2019-03-07 19:00:00.000000,A056,40
2019-03-07 20:00:00.000000,A056,215
2019-03-07 21:00:00.000000,A056,246
2019-03-07 22:00:00.000000,A056,315
2019-03-07 23:00:00.000000,A056,274
2019-03-08 00:00:00.000000,A056,146
2019-03-08 01:00:00.000000,A056,262
2019-03-08 02:00:00.000000,A056,287
2019-03-08 03:00:00.000000,A056,288
2019-03-08 04:00:00.000000,A056,15
